"WY","Month","Count_Sal","Sal_surf_mean","Sal_surf_sd","Date_median_sal","Sal_min","Sal_max","Survey_mostcommon_sal","Date_median","FirstFlush_firstDate","FirstFlush_medianDate","FirstFlushOccurred","Year","SAC","SJR","TOT","YOLO","EXPORTS","OUT","X2","mean_OMR","DateMonth","SAC_1","SJR_1","TOT_1","YOLO_1","EXPORTS_1","OUT_1","X2_1","Secchi_South","Secchi_West"
1996,1,70,0.658573244192771,0.474423615588944,"1996-01-04",0.0888520404696465,1.99974083900452,"FMWT",1996-01-04,1995-12-22,1996-03-01,"Yes",1996,32867.7419354839,2430.64516129032,39664.7419354839,2356.77419354839,10092.3548387097,32144.3548387097,69.0655086193548,-7256.12903225806,1996-01-01,24570.9677419355,2250.32258064516,28431.9032258065,1033.1935483871,4522.77419354839,27709.0322580645,73.1897372264516,65.15625,30.0387324225945
1996,2,116,0.374003056629465,0.22952533759743,"1996-02-07",0.0577079132199287,0.953206062316895,"FMWT",1996-02-07,1995-12-22,1996-03-01,"Yes",1996,75272.4137931034,11472.7586206897,129684.275862069,36525.9655172414,6656.96551724138,126912.482758621,55.6413131668966,142.137931034483,1996-02-01,32867.7419354839,2430.64516129032,39664.7419354839,2356.77419354839,10092.3548387097,32144.3548387097,69.0655086193548,56.6666666666667,23.257042235262
1996,3,196,0.604925210948805,0.506379551806919,"1996-03-05",0.0586655251681805,1.85375070571899,"FMWT",1996-03-05,1995-12-22,1996-03-01,"Yes",1996,56235.4838709677,15070.9677419355,91804.2580645161,15392.1935483871,3580.64516129032,89147.8064516129,49.7859441635484,-4570.19882560829,1996-03-01,75272.4137931034,11472.7586206897,129684.275862069,36525.9655172414,6656.96551724138,126912.482758621,55.6413131668966,68.7272727272727,28.1914191409306
1996,4,26,0.324621416055239,0.855046567751558,"1996-04-01",0.0653685927391052,4.51120090484619,"Bay Study",1996-04-01,1995-12-22,1996-03-01,"Yes",1996,35983.3333333333,7500.33333333333,47711.5333333333,1448.56666666667,4353.23333333333,42032.4,56.5235318413333,-306.718144343924,1996-04-01,56235.4838709677,15070.9677419355,91804.2580645161,15392.1935483871,3580.64516129032,89147.8064516129,49.7859441635484,46.049122654346,43.086309386506
1996,11,310,2.57492329040843,1.27730678341774,"1995-11-09",0.0629746094346046,6.30897665023804,"FMWT",1995-11-09,1995-12-22,1996-03-01,"No",1995,12610,2428.33333333333,15739.2666666667,20,5625.9,8383.36666666667,79.4947329166667,-3573.88120007857,1995-11-01,14145.1612903226,5691.93548387097,20681.6451612903,20.0322580645161,7445.77419354839,11371.3548387097,71.8703145158065,102.666666666667,42.0568181520159
1996,12,106,2.95515791115896,1.69749819805023,"1995-12-07",0.1975237429142,11.5303344726562,"FMWT",1995-12-07,1995-12-22,1996-03-01,"No",1995,24570.9677419355,2250.32258064516,28431.9032258065,1033.1935483871,4522.77419354839,27709.0322580645,73.1897372264516,-2644.27247372778,1995-12-01,12610,2428.33333333333,15739.2666666667,20,5625.9,8383.36666666667,79.4947329166667,86.1842105263158,39.5806450773311
1997,1,2,0.230039104819298,0.147915481740468,"1997-01-09",0.125447064638138,0.334631145000458,"Bay Study",1997-01-09,1996-12-06,1997-01-21,"Yes",1997,87109.6774193548,30377.4193548387,262990.225806452,127166.677419355,2742.22580645161,262461.483870968,46.5167741935484,22270.5351000238,1997-01-01,58419.3548387097,12191.6129032258,88286.7741935484,9692.12903225806,7778.41935483871,84409.8709677419,67.47,27.6,13.5684210425929
1997,2,9,0.963938300808271,2.46431106267015,"1997-02-05",0.0543559789657593,7.53459548950195,"FMWT",1997-02-05,1996-12-06,1997-01-21,"Yes",1997,57328.5714285714,35057.1428571429,121381.785714286,20808.2142857143,2356.39285714286,118675.892857143,44.8117857142857,20630.7142857143,1997-02-01,87109.6774193548,30377.4193548387,262990.225806452,127166.677419355,2742.22580645161,262461.483870968,46.5167741935484,34.6129032258064,20.0620437706039
1997,3,46,0.166284341446084,0.498136500585129,"1997-03-05",0.0342166423797607,3.30128908157349,"FMWT",1997-03-05,1996-12-06,1997-01-21,"Yes",1997,24467.7419354839,13034.5161290323,40907.935483871,423.935483870968,7068.77419354839,33774.8709677419,55.6448387096774,969.120829622631,1997-03-01,57328.5714285714,35057.1428571429,121381.785714286,20808.2142857143,2356.39285714286,118675.892857143,44.8117857142857,57.2249998822808,26.8857143110159
1997,4,9,0.267577859262625,0.246697089038536,"1997-04-16",0.082615815103054,0.867248237133026,"Bay Study",1997-04-16,1996-12-06,1997-01-21,"Yes",1997,13493.3333333333,4728.33333333333,20306.8333333333,449.7,4741.53333333333,14212.8666666667,68.5253333333333,-3661.73333333333,1997-04-01,24467.7419354839,13034.5161290323,40907.935483871,423.935483870968,7068.77419354839,33774.8709677419,55.6448387096774,51.898113046952,19.5337079283729
1997,11,32,0.970607261173427,1.03311702750499,"1996-11-04",0.252275913953781,5.7953200340271,"Bay Study",1996-11-04,1996-12-06,1997-01-21,"No",1996,15500,2715,19074.4,63.2666666666667,10119.2333333333,10035.4333333333,82.0326666666667,-7870,1996-11-01,12690.3225806452,2690.64516129032,16027.064516129,191.258064516129,9915.25806451613,4768.96774193548,84.7970967741935,59.3986012243724,47.7927925565221
1997,12,80,2.69293384086341,0.791080755692023,"1996-12-10",0.078301414847374,4.46960830688477,"FMWT",1996-12-10,1996-12-06,1997-01-21,"Yes",1996,58419.3548387097,12191.6129032258,88286.7741935484,9692.12903225806,7778.41935483871,84409.8709677419,67.47,-1411.04838709677,1996-12-01,15500,2715,19074.4,63.2666666666667,10119.2333333333,10035.4333333333,82.0326666666667,48.6767677821294,35.4802867225421
1998,1,42,2.69359785495769,1.55083801655115,"1998-01-08",0.123514339327812,4.74947023391724,"FMWT",1998-01-08,1997-11-30,1998-02-28,"Yes",1998,51783.8709677419,6025.16129032258,73115.2903225807,12890.8064516129,7268,68871.4838709677,69.0325806451613,-3268.87741935484,1998-01-01,22009.6774193548,2116.45161290323,25365.2580645161,490.483870967742,11044.6129032258,14613.6774193548,74.2554838709677,54.4545454545455,23.9929824967133
1998,3,51,0.224373658571173,0.391545492748141,"1998-03-04",0.0457325242459774,1.75446426868439,"FMWT",1998-03-04,1997-11-30,1998-02-28,"Yes",1998,63829.0322580645,19351.6129032258,106097.774193548,18120.2258064516,2274.29032258065,104584.387096774,47.1087096774194,8189.35483870968,1998-03-01,81367.8571428571,28121.4285714286,221152.5,102083.071428571,3321,224704.035714286,48.775,57.7878787878788,24.3220339140902
1998,4,3,0.171129636466503,0.072457265049196,"1998-04-07",0.116273604333401,0.253267496824265,"Bay Study",1998-04-07,1997-11-30,1998-02-28,"Yes",1998,57683.3333333333,21936.6666666667,90775.8666666667,7128.2,1729.86666666667,88661.2333333333,49.356,9883.66666666667,1998-04-01,63829.0322580645,19351.6129032258,106097.774193548,18120.2258064516,2274.29032258065,104584.387096774,47.1087096774194,45.1902652330103,37.4954127807409
1998,11,59,2.77787017961175,3.0723649358423,"1997-11-12",0.082615815103054,11.780327796936,"FMWT",1997-11-12,1997-11-30,1998-02-28,"No",1997,14793.3333333333,1980.66666666667,17382.8666666667,99.2666666666667,9297.9,10013.5333333333,83.222,-6834.38925083713,1997-11-01,12009.0322580645,2705.8064516129,15220.7419354839,198.290322580645,8825.8064516129,4842,86.2383870967742,89.2121212121212,58.8538009939138
1998,12,116,2.64290885177666,1.60217445284144,"1997-12-03",0.166707888245583,8.00997734069824,"FMWT",1997-12-03,1997-11-30,1998-02-28,"Yes",1997,22009.6774193548,2116.45161290323,25365.2580645161,490.483870967742,11044.6129032258,14613.6774193548,74.2554838709677,-8471.61290322581,1997-12-01,14793.3333333333,1980.66666666667,17382.8666666667,99.2666666666667,9297.9,10013.5333333333,83.222,67.5151515151515,30.833846107813
1999,1,12,1.08735945820808,0.0817685136123697,"1999-01-07",1.03429234027863,1.26035249233246,"Bay Study",1999-01-07,1998-11-24,1999-02-19,"Yes",1999,34503.2258064516,4730.32258064516,41662.935483871,47.7096774193548,4602.29032258064,38021.7096774194,64.0035483870968,-1685.12806986979,1999-01-01,44374.1935483871,4330.96774193548,50709.2903225806,585.838709677419,2348.58064516129,47241.2903225806,62.3503225806452,63.5145629441854,49.0380950810417
1999,2,39,1.06320121769722,1.75398493541527,"1999-02-05",0.0922123938798904,8.49801731109619,"FMWT",1999-02-05,1998-11-24,1999-02-19,"Yes",1999,67146.4285714286,11696.4285714286,100874.821428571,14267.8928571429,5357.28571428571,98804.3571428571,56.0571428571429,1110.32392857143,1999-02-01,34503.2258064516,4730.32258064516,41662.935483871,47.7096774193548,4602.29032258064,38021.7096774194,64.0035483870968,45.853846100202,36.3068180941045
1999,3,81,0.438141402960927,1.00589842640065,"1999-03-15",0.0390181131660938,4.67490243911743,"FMWT",1999-03-15,1998-11-24,1999-02-19,"Yes",1999,56838.7096774194,8331.61290322581,76706.6774193548,8191.06451612903,7198.58064516129,69107.1290322581,52.4196774193548,-2124.51536485405,1999-03-01,67146.4285714286,11696.4285714286,100874.821428571,14267.8928571429,5357.28571428571,98804.3571428571,56.0571428571429,58.3450292104866,40.4739884227687
1999,4,9,0.131456471151776,0.0532430513757282,"1999-04-29",0.0859730988740921,0.245339646935463,"20mm",1999-04-29,1998-11-24,1999-02-19,"Yes",1999,30676.6666666667,6437,41296.4,1741.06666666667,4918.53333333333,35493.8,58.732,-1633.36321809567,1999-04-01,56838.7096774194,8331.61290322581,76706.6774193548,8191.06451612903,7198.58064516129,69107.1290322581,52.4196774193548,48.6816324477293,36.3578679246951
