"Station","Longitude","Latitude"
"904",-121.568466186523,38.0782814025879
"905",-121.555732727051,38.0595283508301
"906",-121.506469726562,38.0500259399414
"908",-121.529800415039,38.0430793762207
"909",-121.46704864502,38.0244216918945
"910",-121.451698303223,38.00364112854
"911",-121.408752441406,37.9924697875977
"912",-121.371719360352,37.9688301086426
"913",-121.537048339844,37.9701194763184
"914",-121.519996643066,37.9715003967285
"915",-121.567886352539,37.944278717041
"919",-121.494583129883,38.1051940917969
"920",-121.504753112793,38.1413803100586
"921",-121.493026733398,38.1651306152344
"922",-121.479057312012,38.2046928405762
"923",-121.566253662109,38.134449005127
"AM001S",-121.505729675293,38.5993576049805
"BY1",-122.054405212402,38.211483001709
"BY3",-122.044456481934,38.2111129760742
"CO1",-122.026565551758,38.1928367614746
"CO2",-122.020729064941,38.1888999938965
"CO3",-122.037086486816,38.1937561035156
"CQS104",-122.174491882324,38.0476913452148
"CQS53",-122.145408630371,38.0369415283203
"CQS54",-122.198448181152,38.0602989196777
"CQS55",-122.169273376465,38.0311508178711
"CQS56",-122.24520111084,38.0627899169922
"CQS57",-122.247543334961,38.0688705444336
"CQS58",-122.1787109375,38.0474891662598
"CQS61",-122.233619689941,38.0631484985352
"CQS62",-122.16813659668,38.0353393554688
"CS2",-121.654518127441,38.3013191223145
"CS53",-121.672241210938,38.2424011230469
"DS002S",-121.458358764648,38.058765411377
"DV2",-121.907821655273,38.2028503417969
"DV3",-121.915573120117,38.1986312866211
"FT52",-121.655487060547,38.0561714172363
"FT53",-121.604629516602,38.0269813537598
"FT54",-121.631797790527,38.0500793457031
"FT60",-121.616897583008,38.063289642334
"GR3",-122.011817932129,38.189037322998
"GR4",-122.013549804688,38.1843643188477
"GS010E",-121.527198791504,38.2258567810059
"GY1",-122.094253540039,38.102123260498
"GY2",-122.097938537598,38.1077346801758
"GY3",-122.086692810059,38.132396697998
"HB2",-121.967819213867,38.0581283569336
"HB52",-121.924766540527,38.0470199584961
"HB6",-121.911842346191,38.0426597595215
"LI001E",-121.682273864746,38.2419738769531
"LI001W",-121.694244384766,38.2774429321289
"LI002E",-121.67813873291,38.2463607788086
"LI002W",-121.691390991211,38.2692909240723
"LI003E",-121.672073364258,38.2550430297852
"LI003W",-121.690277099609,38.2578887939453
"LI004E",-121.67155456543,38.2651405334473
"LI004W",-121.686264038086,38.2526817321777
"LI005E",-121.666931152344,38.2737731933594
"LI005W",-121.686424255371,38.2446060180664
"LI006E",-121.666007995605,38.2774314880371
"LI006W",-121.692352294922,38.2822265625
"LI007E",-121.665542602539,38.2839965820312
"LI007W",-121.687431335449,38.2824935913086
"LI008E",-121.667205810547,38.289306640625
"LI010E",-121.667785644531,38.3025588989258
"LI010W",-121.691040039062,38.3021926879883
"LNR101",-122.271949768066,38.1083984375
"LNR102",-122.279319763184,38.1346092224121
"LNR53",-122.306831359863,38.180850982666
"LP003E",-121.50016784668,38.109935760498
"LSJ10",-121.846458435059,38.0490684509277
"LSJ101",-121.831451416016,38.0396690368652
"LSJ13",-121.811340332031,38.0222091674805
"LSJ59",-121.692832946777,38.0265083312988
"LSJ61",-121.79467010498,38.0196189880371
"LSJ62",-121.706840515137,38.0458297729492
"LSJ67",-121.818862915039,38.0248603820801
"LSR1",-121.777236938477,38.0720596313477
"LSR2",-121.81664276123,38.065788269043
"LSR3",-121.864906311035,38.0678596496582
"LSR4",-121.846000671387,38.0721206665039
"MI104",-121.527702331543,38.0035514831543
"MK004W",-121.580467224121,38.1274604797363
"MR010W",-121.528800964355,37.9217720031738
"MS001N",-121.78556060791,38.0560455322266
"MZ1",-121.886405944824,38.0933990478516
"MZ2",-121.890144348145,38.1099319458008
"MZ6",-121.929290771484,38.1627578735352
"MZ7",-121.931159973145,38.1640281677246
"MZ8",-121.933746337891,38.1672706604004
"NS2",-121.92578125,38.1834030151367
"NS3",-121.928695678711,38.1723937988281
"OR023E",-121.551277160645,37.8256721496582
"PP1",-121.546447753906,38.0566673278809
"PP105",-121.580001831055,38.1010208129883
"PP12",-121.586601257324,38.1002616882324
"PP14",-121.576988220215,38.0914688110352
"PP20",-121.499168395996,38.04541015625
"PP21",-121.572006225586,38.0969009399414
"PP23",-121.567199707031,38.085018157959
"PP27",-121.534317016602,38.0541801452637
"PP52",-121.531440734863,38.0554885864258
"PP56",-121.594833374023,38.101318359375
"PP61",-121.573287963867,38.0925598144531
"PP9",-121.577438354492,38.0981960296631
"PT2",-122.043586730957,38.2218818664551
"RV1",-121.724739074707,38.1035499572754
"SB001M",-122.108139038086,38.0514984130859
"SB001S",-122.103332519531,38.0451354980469
"SB018M",-121.90991973877,38.0459785461426
"SB018N",-121.90991973877,38.047966003418
"SB018S",-121.90991973877,38.0428314208984
"SB018X",-121.911285400391,38.0436553955078
"SB1",-122.030715942383,38.2012977600098
"SB2",-122.029083251953,38.1966361999512
"SBM103",-122.023498535156,38.0685806274414
"SBM14",-122.058952331543,38.113208770752
"SBM2",-122.028732299805,38.0660209655762
"SBM4",-122.034553527832,38.1031112670898
"SBM53",-121.987060546875,38.0842704772949
"SBM58",-122.047607421875,38.0544013977051
"SBM59",-122.057998657227,38.119571685791
"SBM6",-122.035491943359,38.0769195556641
"SBM62",-122.033081054688,38.0951385498047
"SBM7",-121.996841430664,38.061840057373
"SBM8",-122.056129455566,38.1288795471191
"SBW103",-122.075172424316,38.0854301452637
"SBW108",-122.109237670898,38.0597496032715
"SBW52",-122.084663391113,38.0863800048828
"SBW53",-122.075210571289,38.0552406311035
"SBW56",-122.074661254883,38.0733909606934
"SBW57",-122.065132141113,38.0543899536133
"SBW58",-122.113563537598,38.0460510253906
"SBW61",-122.06713104248,38.0813102722168
"SBW62",-122.129417419434,38.0333595275879
"SBW63",-122.113677978516,38.0598793029785
"SBW64",-122.121131896973,38.0425415039062
"SF014E",-121.491188049316,38.2269134521484
"SJ001S",-121.78271484375,38.0148086547852
"SJ005N",-121.699432373047,38.0507926940918
"SJ026S",-121.509895324707,38.0516090393066
"SJ032S",-121.447395324707,37.9973945617676
"SJ041N",-121.346252441406,37.955623626709
"SJ051E",-121.311393737793,37.830696105957
"SJ054M",-121.320846557617,37.8053436279297
"SJ056E",-121.30736541748,37.787036895752
"SJ058W",-121.303062438965,37.7724380493164
"SJT10",-121.692802429199,38.0541000366211
"SJT109",-121.655311584473,38.0948486328125
"SJT11",-121.681167602539,38.0898399353027
"SJT111",-121.687072753906,38.0594787597656
"SJT13",-121.632553100586,38.0874099731445
"SJT14",-121.663398742676,38.0975685119629
"SJT15",-121.676406860352,38.0681915283203
"SJT16",-121.600898742676,38.1037292480469
"SJT17",-121.630111694336,38.0992584228516
"SJT18",-121.648368835449,38.094409942627
"SJT2",-121.657806396484,38.0966663360596
"SJT20",-121.677436828613,38.0586090087891
"SJT21",-121.684509277344,38.0617980957031
"SJT4",-121.618721008301,38.1030311584473
"SJT51",-121.633819580078,38.088939666748
"SJT52",-121.652946472168,38.095458984375
"SJT59",-121.679191589355,38.0721282958984
"SJT60",-121.666427612305,38.0939788818359
"SJT64",-121.647201538086,38.0917701721191
"SJT66",-121.679389953613,38.061149597168
"SJT68",-121.643989562988,38.0864601135254
"SJT8",-121.675148010254,38.0940704345703
"SJT9",-121.607788085938,38.1020584106445
"SM1",-122.008262634277,38.1778182983398
"SM3",-122.00203704834,38.1797904968262
"SM51",-121.921855926514,38.1809692382812
"SPE101",-122.267158508301,38.0637817382812
"SR012E",-121.686546325684,38.1327247619629
"SR012W",-121.69490814209,38.139289855957
"SR014W",-121.662666320801,38.1865196228027
"SR017E",-121.611572265625,38.162727355957
"SR024E",-121.554794311523,38.2403907775879
"SR036W",-121.54753112793,38.3467445373535
"SR043W",-121.520896911621,38.3830490112305
"SR049E",-121.543380737305,38.4780502319336
"SR055M",-121.523910522461,38.5334815979004
"SR055W",-121.531402587891,38.5295867919922
"SR055X",-121.522735595703,38.5335235595703
"SR057E",-121.516357421875,38.5597763061523
"SR060E",-121.509162902832,38.6005363464355
"SR062E",-121.542869567871,38.5992240905762
"SR071E",-121.624847412109,38.6727447509766
"SR080E",-121.617835998535,38.7841491699219
"SS011N",-121.574935913086,38.3047218322754
"SSC1",-121.58406829834,38.4745903015137
"SSC51",-121.588676452637,38.4624481201172
"SU1",-122.030960083008,38.2178688049316
"SU2",-122.043380737305,38.198371887207
"SU3",-122.073028564453,38.1394462585449
"SU4",-122.08137512207,38.1266555786133
"SU6",-122.039939880371,38.193603515625
"TM001N",-121.683799743652,38.1166610717773
"WL1",-122.067916870117,38.1841773986816
"WL2",-122.072418212891,38.181266784668
"XC001N",-121.503761291504,38.2455215454102
