"WY","Month","Date_median","dist_km_facility","dist_km_sd","Count"
1976,3,1976-03-24,70.5452156193128,12.206375009951,40
1976,4,1976-04-06,57.7872756335601,14.1255816205419,96
1976,11,1975-11-13,54.401148244524,9.91660638427115,67
1976,12,1975-12-16,57.0878614287615,12.062949073137,80
1977,1,1977-01-14,52.006480491241,13.9651268831225,82
1977,3,1977-03-16,51.1915213116294,5.50900643823478,80
1977,4,1977-04-12,54.6414835419516,5.62167277007558,19
1977,11,1976-11-24,47.8636670876904,11.184560550332,77
1978,1,1978-01-13,57.9882762409705,13.2812028806065,95
1978,2,1978-02-08,42.4816564649855,NA,1
1978,3,1978-03-22,67.2977610286343,19.5253074557585,132
1978,4,1978-04-13,82.5726285739067,7.11792270800814,291
1978,11,1977-11-15,53.8469097858235,10.5763810428521,85
1978,12,1977-12-13,55.8346040673977,10.0226363475558,105
1979,2,1979-02-12,72.0481134729659,16.2945004100543,50
1979,3,1979-03-08,68.8325908261106,22.6808136563322,49
1979,4,1979-04-12,65.7030261389807,17.3793470605538,603
1979,11,1978-11-20,56.2561980339466,11.1845661454061,26
1979,12,1978-12-14,64.4433825369516,12.34482004035,26
1980,1,1980-01-14,82.1649130927804,2.80444125168992,379
1980,2,1980-02-14,79.9016598630434,9.02537764986145,217
1980,3,1980-03-13,80.8326590647082,6.53858197316089,102
1980,4,1980-04-10,77.7933054083583,10.4143724521556,61
1980,11,1979-11-14,55.8960801443274,0,2
1980,12,1979-12-26,59.3483132907839,0,2
1981,1,1981-01-28,61.752269045532,13.5812812885084,159
1981,2,1981-02-12,62.7739119804415,21.2601332198232,173
1981,3,1981-03-19,68.8900629024157,23.6377716336679,200
1981,4,1981-04-09,80.1900648494562,8.52990157231188,431
1981,11,1980-11-13,51.2083238440568,9.55710277749593,470
1981,12,1980-12-09,56.7254027510777,13.012918869805,420
1982,1,1982-01-05,72.2394379324521,10.1334278428762,70
1982,2,1982-02-09,59.3881614932677,16.6015226976526,41
1982,3,1982-03-10,56.8279709642455,16.7680929757182,62
1982,4,1982-04-16,70.6736192350189,16.3986362927269,117
1982,11,1981-11-13,55.6683278872959,12.2872114015792,86
1982,12,1981-12-10,65.7777842554598,14.2034259353638,118
1983,1,1983-01-03,67.6550436049576,14.3007784162084,67
1983,2,1983-02-05,82.2445800042018,23.2533881105125,26
1983,3,1983-03-07,71.9168664783766,21.985499269137,61
1983,4,1983-04-19,80.4404973090386,7.72313936607201,301
1983,11,1982-11-11,54.8044457038842,10.077001185012,60
