"SpecialStudyID","ReleaseEvent","dist_km","SampleDate","Survey","MethodCode","StationCode","SubRegion","SpecificConductance","WaterTemp","Turbidity_NTU","Turbidity_FNU","ForkLength","LifeStage","Latitude","Longitude","SpecialStudy","Preservation","Disposition","MarkCode","Comments","FirstDayRelease","Total","ReleaseLatitude","ReleaseLongitude","DaySinceRelease","swim_speed"
"WY22_S308",1,37.6200859580164,2022-03-17,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",2163,14.5,56.7,NA,"71","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,93,0.404517053312004
"WY22_S308",2,34.1707947844424,2022-03-17,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",2163,14.5,56.7,NA,"71","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,65,0.525704535145268
"WY22_S308",3,52.049716663387,2022-03-17,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",2163,14.5,56.7,NA,"71","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,42,1.23927896817588
"WY22_S308",4,5.13572358912099,2022-03-17,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",2163,14.5,56.7,NA,"71","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,36,0.142658988586694
"WY22_S308",5,52.049716663387,2022-03-17,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",2163,14.5,56.7,NA,"71","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,29,1.79481781597886
"WY22_S305",1,37.6200859580164,2022-03-17,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",2163,14.5,56.7,NA,"78","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,93,0.404517053312004
"WY22_S305",2,34.1707947844424,2022-03-17,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",2163,14.5,56.7,NA,"78","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,65,0.525704535145268
"WY22_S305",3,52.049716663387,2022-03-17,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",2163,14.5,56.7,NA,"78","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,42,1.23927896817588
"WY22_S305",4,5.13572358912099,2022-03-17,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",2163,14.5,56.7,NA,"78","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,36,0.142658988586694
"WY22_S305",5,52.049716663387,2022-03-17,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",2163,14.5,56.7,NA,"78","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,29,1.79481781597886
"WY22_S306",1,37.6200859580164,2022-03-17,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",2163,14.5,56.7,NA,"80","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,93,0.404517053312004
"WY22_S306",2,34.1707947844424,2022-03-17,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",2163,14.5,56.7,NA,"80","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,65,0.525704535145268
"WY22_S306",3,52.049716663387,2022-03-17,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",2163,14.5,56.7,NA,"80","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,42,1.23927896817588
"WY22_S306",4,5.13572358912099,2022-03-17,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",2163,14.5,56.7,NA,"80","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,36,0.142658988586694
"WY22_S306",5,52.049716663387,2022-03-17,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",2163,14.5,56.7,NA,"80","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,29,1.79481781597886
"WY22_S307",1,37.6200859580164,2022-03-17,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",2163,14.5,56.7,NA,"81","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,93,0.404517053312004
"WY22_S307",2,34.1707947844424,2022-03-17,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",2163,14.5,56.7,NA,"81","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,65,0.525704535145268
"WY22_S307",3,52.049716663387,2022-03-17,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",2163,14.5,56.7,NA,"81","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,42,1.23927896817588
"WY22_S307",4,5.13572358912099,2022-03-17,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",2163,14.5,56.7,NA,"81","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,36,0.142658988586694
"WY22_S307",5,52.049716663387,2022-03-17,"CDFW SKT","Kodiak Trawl","609","Suisun Marsh",2163,14.5,56.7,NA,"81","Adult",38.16719444,-121.9388611,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,29,1.79481781597886
"WY22_S133",1,33.1014046731643,2022-03-17,"USFWS EDSM","Kodiak Trawl","22-33-LSSC01","Lower Sacramento River Ship Channel",618,13.4,65.9,31.71,"61","Adult",38.40742,-121.61433,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,93,0.355929082507144
"WY22_S133",2,36.5799677340685,2022-03-17,"USFWS EDSM","Kodiak Trawl","22-33-LSSC01","Lower Sacramento River Ship Channel",618,13.4,65.9,31.71,"61","Adult",38.40742,-121.61433,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,65,0.562768734370284
"WY22_S133",3,18.6717739677936,2022-03-17,"USFWS EDSM","Kodiak Trawl","22-33-LSSC01","Lower Sacramento River Ship Channel",618,13.4,65.9,31.71,"61","Adult",38.40742,-121.61433,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,42,0.444566046852229
"WY22_S133",4,75.8572142203019,2022-03-17,"USFWS EDSM","Kodiak Trawl","22-33-LSSC01","Lower Sacramento River Ship Channel",618,13.4,65.9,31.71,"61","Adult",38.40742,-121.61433,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,36,2.10714483945283
"WY22_S133",5,18.6717739677936,2022-03-17,"USFWS EDSM","Kodiak Trawl","22-33-LSSC01","Lower Sacramento River Ship Channel",618,13.4,65.9,31.71,"61","Adult",38.40742,-121.61433,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,29,0.643854274751504
"WY22_S134",1,28.4603611957704,2022-03-21,"USFWS EDSM","Kodiak Trawl","22-34-CS03","Cache Slough and Liberty Island",738,14.8,33.8,20.73,"68","Adult",38.37201,-121.63474,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,97,0.293405785523406
"WY22_S134",2,31.9389242566745,2022-03-21,"USFWS EDSM","Kodiak Trawl","22-34-CS03","Cache Slough and Liberty Island",738,14.8,33.8,20.73,"68","Adult",38.37201,-121.63474,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,69,0.462882960241659
"WY22_S134",3,14.0514288404289,2022-03-21,"USFWS EDSM","Kodiak Trawl","22-34-CS03","Cache Slough and Liberty Island",738,14.8,33.8,20.73,"68","Adult",38.37201,-121.63474,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,46,0.30546584435715
"WY22_S134",4,71.2161707429078,2022-03-21,"USFWS EDSM","Kodiak Trawl","22-34-CS03","Cache Slough and Liberty Island",738,14.8,33.8,20.73,"68","Adult",38.37201,-121.63474,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,40,1.7804042685727
"WY22_S134",5,14.0514288404289,2022-03-21,"USFWS EDSM","Kodiak Trawl","22-34-CS03","Cache Slough and Liberty Island",738,14.8,33.8,20.73,"68","Adult",38.37201,-121.63474,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,33,0.425800873952391
"WY22_S13",1,40.4922082710199,2022-03-22,"USFWS EDSM","Kodiak Trawl","22-34-SM01","Suisun Marsh",4335,15.4,90.4,45.41,"71","Adult",38.17484,-121.96336,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,98,0.413185798683876
"WY22_S13",2,37.0429170974459,2022-03-22,"USFWS EDSM","Kodiak Trawl","22-34-SM01","Suisun Marsh",4335,15.4,90.4,45.41,"71","Adult",38.17484,-121.96336,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,70,0.529184529963514
"WY22_S13",3,54.9218389763905,2022-03-22,"USFWS EDSM","Kodiak Trawl","22-34-SM01","Suisun Marsh",4335,15.4,90.4,45.41,"71","Adult",38.17484,-121.96336,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,47,1.16854976545512
"WY22_S13",4,2.26360127611742,2022-03-22,"USFWS EDSM","Kodiak Trawl","22-34-SM01","Suisun Marsh",4335,15.4,90.4,45.41,"71","Adult",38.17484,-121.96336,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,41,0.0552097872223762
"WY22_S13",5,54.9218389763905,2022-03-22,"USFWS EDSM","Kodiak Trawl","22-34-SM01","Suisun Marsh",4335,15.4,90.4,45.41,"71","Adult",38.17484,-121.96336,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,34,1.61534820518796
"WY22_S135",1,39.4242891461857,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC01","Lower Sacramento River Ship Channel",736,14.6,45.2,24.69,"63","Adult",38.45705,-121.59178,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,99,0.398225142890764
"WY22_S135",2,42.9028522070898,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC01","Lower Sacramento River Ship Channel",736,14.6,45.2,24.69,"63","Adult",38.45705,-121.59178,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,71,0.604265524043518
"WY22_S135",3,24.9946584408149,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC01","Lower Sacramento River Ship Channel",736,14.6,45.2,24.69,"63","Adult",38.45705,-121.59178,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,48,0.52072205085031
"WY22_S135",4,82.1800986933234,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC01","Lower Sacramento River Ship Channel",736,14.6,45.2,24.69,"63","Adult",38.45705,-121.59178,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,42,1.9566690165077
"WY22_S135",5,24.9946584408149,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC01","Lower Sacramento River Ship Channel",736,14.6,45.2,24.69,"63","Adult",38.45705,-121.59178,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,35,0.714133098308996
"WY22_S137",1,33.6442793845336,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC02","Lower Sacramento River Ship Channel",577,15,44.1,23.7,"65","Adult",38.41126,-121.61166,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","VIE-Right/Red/Mid-dorsal",NA,2021-12-14,12800,38.14424,-121.69314,99,0.339841205904379
"WY22_S137",2,37.1228424454377,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC02","Lower Sacramento River Ship Channel",577,15,44.1,23.7,"65","Adult",38.41126,-121.61166,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","VIE-Right/Red/Mid-dorsal",NA,2022-01-11,12800,38.117215,-121.706245,71,0.522856935851235
"WY22_S137",3,19.2146486791628,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC02","Lower Sacramento River Ship Channel",577,15,44.1,23.7,"65","Adult",38.41126,-121.61166,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","VIE-Right/Red/Mid-dorsal",NA,2022-02-03,6400,38.256215,-121.667645,48,0.400305180815892
"WY22_S137",4,76.4000889316712,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC02","Lower Sacramento River Ship Channel",577,15,44.1,23.7,"65","Adult",38.41126,-121.61166,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","VIE-Right/Red/Mid-dorsal",NA,2022-02-09,12800,38.18729,-121.97802,42,1.81904973646836
"WY22_S137",5,19.2146486791628,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC02","Lower Sacramento River Ship Channel",577,15,44.1,23.7,"65","Adult",38.41126,-121.61166,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","VIE-Right/Red/Mid-dorsal",NA,2022-02-16,10933,38.25614,-121.66755,35,0.548989962261795
"WY22_S140",1,33.8295243903069,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC02","Lower Sacramento River Ship Channel",602,15,47.6,24.25,"67","Adult",38.41286,-121.6114,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,99,0.341712367578857
"WY22_S140",2,37.308087451211,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC02","Lower Sacramento River Ship Channel",602,15,47.6,24.25,"67","Adult",38.41286,-121.6114,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,71,0.525466020439591
"WY22_S140",3,19.3998936849361,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC02","Lower Sacramento River Ship Channel",602,15,47.6,24.25,"67","Adult",38.41286,-121.6114,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,48,0.404164451769502
"WY22_S140",4,76.5853339374445,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC02","Lower Sacramento River Ship Channel",602,15,47.6,24.25,"67","Adult",38.41286,-121.6114,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,42,1.82346033184392
"WY22_S140",5,19.3998936849361,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC02","Lower Sacramento River Ship Channel",602,15,47.6,24.25,"67","Adult",38.41286,-121.6114,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,35,0.554282676712461
"WY22_S139",1,33.8295243903069,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC02","Lower Sacramento River Ship Channel",602,15,47.6,24.25,"69","Adult",38.41286,-121.6114,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,99,0.341712367578857
"WY22_S139",2,37.308087451211,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC02","Lower Sacramento River Ship Channel",602,15,47.6,24.25,"69","Adult",38.41286,-121.6114,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,71,0.525466020439591
"WY22_S139",3,19.3998936849361,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC02","Lower Sacramento River Ship Channel",602,15,47.6,24.25,"69","Adult",38.41286,-121.6114,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,48,0.404164451769502
"WY22_S139",4,76.5853339374445,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC02","Lower Sacramento River Ship Channel",602,15,47.6,24.25,"69","Adult",38.41286,-121.6114,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,42,1.82346033184392
"WY22_S139",5,19.3998936849361,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC02","Lower Sacramento River Ship Channel",602,15,47.6,24.25,"69","Adult",38.41286,-121.6114,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,35,0.554282676712461
"WY22_S138",1,33.8295243903069,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC02","Lower Sacramento River Ship Channel",602,15,47.6,24.25,"71","Adult",38.41286,-121.6114,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,99,0.341712367578857
"WY22_S138",2,37.308087451211,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC02","Lower Sacramento River Ship Channel",602,15,47.6,24.25,"71","Adult",38.41286,-121.6114,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,71,0.525466020439591
"WY22_S138",3,19.3998936849361,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC02","Lower Sacramento River Ship Channel",602,15,47.6,24.25,"71","Adult",38.41286,-121.6114,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,48,0.404164451769502
"WY22_S138",4,76.5853339374445,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC02","Lower Sacramento River Ship Channel",602,15,47.6,24.25,"71","Adult",38.41286,-121.6114,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,42,1.82346033184392
"WY22_S138",5,19.3998936849361,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-LSSC02","Lower Sacramento River Ship Channel",602,15,47.6,24.25,"71","Adult",38.41286,-121.6114,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,35,0.554282676712461
"WY22_S136",1,43.8055631037246,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-USSC01","Upper Sacramento River Ship Channel",905,14.5,26.7,15.64,"69","Adult",38.49417,-121.58394,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,99,0.442480435391158
"WY22_S136",2,47.2841261646287,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-USSC01","Upper Sacramento River Ship Channel",905,14.5,26.7,15.64,"69","Adult",38.49417,-121.58394,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,71,0.665973607952517
"WY22_S136",3,29.3759323983538,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-USSC01","Upper Sacramento River Ship Channel",905,14.5,26.7,15.64,"69","Adult",38.49417,-121.58394,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,48,0.61199859163237
"WY22_S136",4,86.5613726508624,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-USSC01","Upper Sacramento River Ship Channel",905,14.5,26.7,15.64,"69","Adult",38.49417,-121.58394,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,42,2.06098506311577
"WY22_S136",5,29.3759323983538,2022-03-23,"USFWS EDSM","Kodiak Trawl","22-34-USSC01","Upper Sacramento River Ship Channel",905,14.5,26.7,15.64,"69","Adult",38.49417,-121.58394,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,35,0.839312354238679
"WY22_S14",1,43.0306458526155,2022-03-29,"USFWS EDSM","Kodiak Trawl","22-35-SM01","Suisun Marsh",7902,16.5,93.7,43.6,"70","Adult",38.18726,-121.98091,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,105,0.409815674786815
"WY22_S14",2,39.5813546790416,2022-03-29,"USFWS EDSM","Kodiak Trawl","22-35-SM01","Suisun Marsh",7902,16.5,93.7,43.6,"70","Adult",38.18726,-121.98091,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,77,0.514043567260281
"WY22_S14",3,57.4602765579862,2022-03-29,"USFWS EDSM","Kodiak Trawl","22-35-SM01","Suisun Marsh",7902,16.5,93.7,43.6,"70","Adult",38.18726,-121.98091,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,54,1.06407919551826
"WY22_S14",4,0.274836305478355,2022-03-29,"USFWS EDSM","Kodiak Trawl","22-35-SM01","Suisun Marsh",7902,16.5,93.7,43.6,"70","Adult",38.18726,-121.98091,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,48,0.00572575636413239
"WY22_S14",5,57.4602765579862,2022-03-29,"USFWS EDSM","Kodiak Trawl","22-35-SM01","Suisun Marsh",7902,16.5,93.7,43.6,"70","Adult",38.18726,-121.98091,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,41,1.40147015995088
"WY22_S141",1,36.7195292711332,2022-03-31,"USFWS EDSM","Kodiak Trawl","22-35-LSSC01","Lower Sacramento River Ship Channel",814,15.8,41.9,22.71,"75","Adult",38.4357,-121.60133,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2021-12-14,12800,38.14424,-121.69314,107,0.343173170758255
"WY22_S141",2,40.1980923320374,2022-03-31,"USFWS EDSM","Kodiak Trawl","22-35-LSSC01","Lower Sacramento River Ship Channel",814,15.8,41.9,22.71,"75","Adult",38.4357,-121.60133,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-01-11,12800,38.117215,-121.706245,79,0.508836611797941
"WY22_S141",3,22.2898985657625,2022-03-31,"USFWS EDSM","Kodiak Trawl","22-35-LSSC01","Lower Sacramento River Ship Channel",814,15.8,41.9,22.71,"75","Adult",38.4357,-121.60133,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-03,6400,38.256215,-121.667645,56,0.398033902960044
"WY22_S141",4,79.4753388182709,2022-03-31,"USFWS EDSM","Kodiak Trawl","22-35-LSSC01","Lower Sacramento River Ship Channel",814,15.8,41.9,22.71,"75","Adult",38.4357,-121.60133,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-09,12800,38.18729,-121.97802,50,1.58950677636542
"WY22_S141",5,22.2898985657625,2022-03-31,"USFWS EDSM","Kodiak Trawl","22-35-LSSC01","Lower Sacramento River Ship Channel",814,15.8,41.9,22.71,"75","Adult",38.4357,-121.60133,"Directed Outflow Project","Liquid nitrogen","UC Davis Aquatic Health Lab","AdClipped",NA,2022-02-16,10933,38.25614,-121.66755,43,0.518369734087499
