"WY","Month","Date_median","dist_km_facility","dist_km_sd","Count","FirstFlush_firstDate","FirstFlush_medianDate","FirstFlushOccurred","Year","SAC","SJR","TOT","YOLO","EXPORTS","OUT","X2","mean_OMR","DateMonth","SAC_1","SJR_1","TOT_1","YOLO_1","EXPORTS_1","OUT_1","X2_1"
1991,2,"1991-02-06",55.8019509045045,19.4147748612387,45,1991-03-06,1991-03-22,"No",1991,8133.21428571429,757.857142857143,8993.21428571429,16.0714285714286,4579.92857142857,7361.46428571429,84.8795022485714,-4005.75,1991-02-01,8983.87096774194,816.290322580645,9894.32258064516,25,4952.16129032258,3972.93548387097,86.0875345254839
1991,3,"1991-03-07",56.9077437439637,24.9397064162212,45,1991-03-06,1991-03-22,"Yes",1991,25754.8387096774,1778.90322580645,29651.9032258065,892.806451612903,9809.77419354839,24579.3870967742,77.4136036683871,-7474.38709677419,1991-03-01,8133.21428571429,757.857142857143,8993.21428571429,16.0714285714286,4579.92857142857,7361.46428571429,84.8795022485714
1991,4,"1991-04-19",66.3513500204395,21.8411377009814,31,1991-03-06,1991-03-22,"Yes",1991,10879,1168.16666666667,12602.2666666667,45.7,7584.53333333333,3763.86666666667,86.1386909186667,-6458,1991-04-01,25754.8387096774,1778.90322580645,29651.9032258065,892.806451612903,9809.77419354839,24579.3870967742,77.4136036683871
1991,11,"1990-11-09",46.3069464675079,2.21166612594879,142,1991-03-06,1991-03-22,"No",1990,7722.66666666667,1115.33333333333,9065.23333333333,25.5666666666667,3919.9,4494.93333333333,89.0235217016667,-3317.06681665801,1990-11-01,7620.32258064516,993.193548387097,8863.06451612903,15,3641.51612903226,3405.09677419355,94.0885042532258
1991,12,"1990-12-10",52.5792302694335,12.3430740348025,16,1991-03-06,1991-03-22,"No",1990,10818.3870967742,918.41935483871,11826.3225806452,25,5246.58064516129,6383.45161290323,84.2606827716129,-4039.43701094755,1990-12-01,7722.66666666667,1115.33333333333,9065.23333333333,25.5666666666667,3919.9,4494.93333333333,89.0235217016667
1992,1,"1992-01-09",55.0491328588325,9.35414069822124,37,1992-02-14,1992-02-25,"No",1992,10440.9677419355,959.258064516129,11640.064516129,25,6432.03225806452,6413.38709677419,82.9930225432258,-5398.1935483871,1992-01-01,9259.35483870968,894.774193548387,10384.7741935484,25,3196.51612903226,7622.51612903226,85.53612267
1992,2,"1992-02-05",51.0588430444911,13.0037294509062,34,1992-02-14,1992-02-25,"No",1992,26061.3793103448,2090.75862068966,30479.1724137931,1043.1724137931,6123.37931034483,28758.8275862069,76.3848082896552,-3958.36206896552,1992-02-01,10440.9677419355,959.258064516129,11640.064516129,25,6432.03225806452,6413.38709677419,82.9930225432258
1992,3,"1992-03-17",63.244086959263,23.6555338053378,49,1992-02-14,1992-02-25,"Yes",1992,20335.4838709677,1469.67741935484,22890.5483870968,264.967741935484,10481.1612903226,13282.6774193548,71.7984171445161,-8288.38709677419,1992-03-01,26061.3793103448,2090.75862068966,30479.1724137931,1043.1724137931,6123.37931034483,28758.8275862069,76.3848082896552
1992,4,"1992-04-14",53.0127966321878,2.60570348338644,59,1992-02-14,1992-02-25,"Yes",1992,9448.33333333333,1418.33333333333,11303.1,45.7666666666667,3164.66666666667,6258.43333333333,79.7878570163333,-2733.36105986039,1992-04-01,20335.4838709677,1469.67741935484,22890.5483870968,264.967741935484,10481.1612903226,13282.6774193548,71.7984171445161
1992,11,"1991-11-08",45.983296917329,6.57313387028787,249,1992-02-14,1992-02-25,"No",1991,6958.33333333333,1084,8387.26666666667,32.8333333333333,3197.1,3909.33333333333,89.5922926143333,-2853.44156137379,1991-11-01,9398.06451612903,788.483870967742,10360.3870967742,40,5381.93548387097,3909.09677419355,90.5544560006452
1992,12,"1991-12-06",49.5083197797729,5.13627067413218,34,1992-02-14,1992-02-25,"No",1991,9259.35483870968,894.774193548387,10384.7741935484,25,3196.51612903226,7622.51612903226,85.53612267,-2821.03225806452,1991-12-01,6958.33333333333,1084,8387.26666666667,32.8333333333333,3197.1,3909.33333333333,89.5922926143333
1993,1,"1993-01-08",59.7798311670799,15.6227698946561,14,1992-12-13,1993-03-01,"Yes",1993,48261.2903225806,4120,64084.9032258065,8694.16129032258,11670.6774193548,57885.8709677419,70.6380760983871,-8014.1935483871,1993-01-01,12440.3225806452,981.516129032258,13836.3225806452,36.1290322580645,4095.41935483871,11602.7419354839,82.8461878083871
1993,2,"1993-02-08",49.3506646288411,20.9381771467791,13,1992-12-13,1993-03-01,"Yes",1993,48596.4285714286,3035.35714285714,61109.9285714286,7181.10714285714,9331.42857142857,55021.6428571429,60.4088443817857,-6473.91966601602,1993-02-01,48261.2903225806,4120,64084.9032258065,8694.16129032258,11670.6774193548,57885.8709677419,70.6380760983871
1993,3,"1993-03-15",77.6568787774497,27.9039347722635,59,1992-12-13,1993-03-01,"Yes",1993,49338.7096774194,2702.25806451613,67710.9032258065,13016.6129032258,6036.77419354839,63968.6129032258,58.3827172993548,-3668.1935483871,1993-03-01,48596.4285714286,3035.35714285714,61109.9285714286,7181.10714285714,9331.42857142857,55021.6428571429,60.4088443817857
1993,4,"1993-04-16",68.2912625125912,22.8559569993477,109,1992-12-13,1993-03-01,"Yes",1993,43213.3333333333,3420.66666666667,51317.9333333333,2583.76666666667,5757.36666666667,44295.9333333333,56.777360703,-3201.52333333333,1993-04-01,49338.7096774194,2702.25806451613,67710.9032258065,13016.6129032258,6036.77419354839,63968.6129032258,58.3827172993548
1993,11,"1992-11-06",47.7496644608187,3.55928665778686,51,1992-12-13,1993-03-01,"No",1992,6380,955.666666666667,7592.96666666667,24.9333333333333,2476.56666666667,4125.83333333333,87.7091545706667,-2261.23333333333,1992-11-01,6645.16129032258,848.677419354839,7712.38709677419,29.5161290322581,1928.22580645161,4350.48387096774,89.1637005645161
1993,12,"1992-12-11",52.9200176468198,10.3056146866714,25,1992-12-13,1993-03-01,"No",1992,12440.3225806452,981.516129032258,13836.3225806452,36.1290322580645,4095.41935483871,11602.7419354839,82.8461878083871,-3424.53870967742,1992-12-01,6380,955.666666666667,7592.96666666667,24.9333333333333,2476.56666666667,4125.83333333333,87.7091545706667
1994,1,"1994-01-19",54.4001337752445,4.69729967135441,994,1993-12-13,1994-01-14,"Yes",1994,14190.3225806452,1772.90322580645,16317.4193548387,25,5910.93548387097,10787.1612903226,77.1572476141936,-3888.17988486372,1994-01-01,20341.935483871,1628.06451612903,22454.8064516129,25,10576.4193548387,12360.8387096774,78.4173534177419
1994,2,"1994-02-14",54.7508113174656,4.62604862963209,875,1993-12-13,1994-01-14,"Yes",1994,20196.4285714286,1987.14285714286,22903.1785714286,224.321428571429,5918.89285714286,20557.0357142857,72.7093377921429,-3836.78295586568,1994-02-01,14190.3225806452,1772.90322580645,16317.4193548387,25,5910.93548387097,10787.1612903226,77.1572476141936
1994,3,"1994-03-11",54.7916222289742,5.84987779373129,567,1993-12-13,1994-01-14,"Yes",1994,13460.6451612903,2205.8064516129,16108.4516129032,19,4360.90322580645,10595.0967741935,72.7349561877419,-2463.0395424143,1994-03-01,20196.4285714286,1987.14285714286,22903.1785714286,224.321428571429,5918.89285714286,20557.0357142857,72.7093377921429
1994,4,"1994-04-06",52.7271780545366,7.06177438738429,168,1993-12-13,1994-01-14,"Yes",1994,8435,1862.66666666667,10866.3666666667,35.7666666666667,2097.86666666667,8149.66666666667,78.225325137,-1449.79581797409,1994-04-01,13460.6451612903,2205.8064516129,16108.4516129032,19,4360.90322580645,10595.0967741935,72.7349561877419
1994,11,"1993-11-08",53.5336173769056,2.24963086603745,1348,1993-12-13,1994-01-14,"No",1993,12093.3333333333,1759,14369.2666666667,24.7,7024.3,7380.6,84.136331686,-5333.90167941017,1993-11-01,13819.3548387097,3040.64516129032,17386.1935483871,20.0322580645161,10967.8709677419,5117.83870967742,84.722894636129
1994,12,"1993-12-08",53.9204030616465,4.94180168945622,386,1993-12-13,1994-01-14,"No",1993,20341.935483871,1628.06451612903,22454.8064516129,25,10576.4193548387,12360.8387096774,78.4173534177419,-8465.28142003427,1993-12-01,12093.3333333333,1759,14369.2666666667,24.7,7024.3,7380.6,84.136331686
1995,1,"1995-01-09",53.8283724544446,3.77998787041782,807,1994-12-06,1995-03-05,"Yes",1995,62209.6774193548,4599.35483870968,112460.258064516,41438.5161290323,11766.5806451613,107487.483870968,68.8981722658065,-7492.90322580645,1995-01-01,16371.2903225806,1294.83870967742,18153.3548387097,24.6774193548387,7589.83870967742,9629.48387096774,82.0734662929032
1995,2,"1995-02-21",53.6951130173554,5.58040648178181,178,1994-12-06,1995-03-05,"Yes",1995,58182.1428571429,6559.28571428571,82108.3928571429,15151.3214285714,8897.89285714286,72835.9642857143,53.8956289385714,-4271.60714285714,1995-02-01,62209.6774193548,4599.35483870968,112460.258064516,41438.5161290323,11766.5806451613,107487.483870968,68.8981722658065
1995,3,"1995-03-08",54.1083769362362,8.13920506712201,205,1994-12-06,1995-03-05,"Yes",1995,71922.5806451613,14611.935483871,196793.870967742,101951.774193548,2985.1935483871,200644.903225806,50.8340776841935,5115.90322580645,1995-03-01,58182.1428571429,6559.28571428571,82108.3928571429,15151.3214285714,8897.89285714286,72835.9642857143,53.8956289385714
1995,4,"1995-04-19",53.7158808445915,5.57733174601358,169,1994-12-06,1995-03-05,"Yes",1995,61436.6666666667,19933.3333333333,95321.3666666667,8980.63333333333,3603.83333333333,90836.9,47.679706957,6954.33333333333,1995-04-01,71922.5806451613,14611.935483871,196793.870967742,101951.774193548,2985.1935483871,200644.903225806,50.8340776841935
1995,11,"1994-11-28",54.3420090112846,6.93493382058268,203,1994-12-06,1995-03-05,"No",1994,9488.66666666667,1287.66666666667,11097.7,25,6228.26666666667,5356.16666666667,87.462753513,-5004,1994-11-01,8255.16129032258,1369.54838709677,9883,24.2903225806452,5485.48387096774,3217.1935483871,88.3476925945161
1995,12,"1994-12-15",53.5047682899928,1.24733433913678,1534,1994-12-06,1995-03-05,"Yes",1994,16371.2903225806,1294.83870967742,18153.3548387097,24.6774193548387,7589.83870967742,9629.48387096774,82.0734662929032,-6047.19958536477,1994-12-01,9488.66666666667,1287.66666666667,11097.7,25,6228.26666666667,5356.16666666667,87.462753513
1996,1,"1996-01-15",53.4857220093353,1.41219743785926,5911,1995-12-22,1996-03-01,"Yes",1996,32867.7419354839,2430.64516129032,39664.7419354839,2356.77419354839,10092.3548387097,32144.3548387097,69.0655086193548,-7256.12903225806,1996-01-01,24570.9677419355,2250.32258064516,28431.9032258065,1033.1935483871,4522.77419354839,27709.0322580645,73.1897372264516
1996,2,"1996-02-07",57.0758790870291,9.02185784210955,557,1995-12-22,1996-03-01,"Yes",1996,75272.4137931034,11472.7586206897,129684.275862069,36525.9655172414,6656.96551724138,126912.482758621,55.6413131668966,142.137931034483,1996-02-01,32867.7419354839,2430.64516129032,39664.7419354839,2356.77419354839,10092.3548387097,32144.3548387097,69.0655086193548
1996,3,"1996-03-25",56.0786037761213,10.2128367559596,1817,1995-12-22,1996-03-01,"Yes",1996,56235.4838709677,15070.9677419355,91804.2580645161,15392.1935483871,3580.64516129032,89147.8064516129,49.7859441635484,-4570.14028252271,1996-03-01,75272.4137931034,11472.7586206897,129684.275862069,36525.9655172414,6656.96551724138,126912.482758621,55.6413131668966
1996,4,"1996-04-21",53.3843995964496,1.78666359290074,2413,1995-12-22,1996-03-01,"Yes",1996,35983.3333333333,7500.33333333333,47711.5333333333,1448.56666666667,4353.23333333333,42032.4,56.5235318413333,-307.788197804797,1996-04-01,56235.4838709677,15070.9677419355,91804.2580645161,15392.1935483871,3580.64516129032,89147.8064516129,49.7859441635484
1996,11,"1995-11-09",54.1224029329262,3.90587937401976,1261,1995-12-22,1996-03-01,"No",1995,12610,2428.33333333333,15739.2666666667,20,5625.9,8383.36666666667,79.4947329166667,-3573.86431045965,1995-11-01,14145.1612903226,5691.93548387097,20681.6451612903,20.0322580645161,7445.77419354839,11371.3548387097,71.8703145158065
1996,12,"1995-12-13",54.0476799711743,3.51381504854289,879,1995-12-22,1996-03-01,"No",1995,24570.9677419355,2250.32258064516,28431.9032258065,1033.1935483871,4522.77419354839,27709.0322580645,73.1897372264516,-2644.25510222507,1995-12-01,12610,2428.33333333333,15739.2666666667,20,5625.9,8383.36666666667,79.4947329166667
1997,1,"1997-01-18",60.6189611949771,18.6667111774178,13,1996-12-06,1997-01-21,"Yes",1997,87109.6774193548,30377.4193548387,262990.225806452,127166.677419355,2742.22580645161,262461.483870968,46.5167741935484,22271.1438160623,1997-01-01,58419.3548387097,12191.6129032258,88286.7741935484,9692.12903225806,7778.41935483871,84409.8709677419,67.47
1997,2,"1997-02-18",60.4637755921643,13.2489885857708,27,1996-12-06,1997-01-21,"Yes",1997,57328.5714285714,35057.1428571429,121381.785714286,20808.2142857143,2356.39285714286,118675.892857143,44.8117857142857,20630.7142857143,1997-02-01,87109.6774193548,30377.4193548387,262990.225806452,127166.677419355,2742.22580645161,262461.483870968,46.5167741935484
1997,3,"1997-03-11",58.1475235628325,14.6513944192664,126,1996-12-06,1997-01-21,"Yes",1997,24467.7419354839,13034.5161290323,40907.935483871,423.935483870968,7068.77419354839,33774.8709677419,55.6448387096774,969.008616600059,1997-03-01,57328.5714285714,35057.1428571429,121381.785714286,20808.2142857143,2356.39285714286,118675.892857143,44.8117857142857
1997,4,"1997-04-22",56.1001943226566,20.8844614610208,57,1996-12-06,1997-01-21,"Yes",1997,13493.3333333333,4728.33333333333,20306.8333333333,449.7,4741.53333333333,14212.8666666667,68.5253333333333,-3661.73333333333,1997-04-01,24467.7419354839,13034.5161290323,40907.935483871,423.935483870968,7068.77419354839,33774.8709677419,55.6448387096774
1997,11,"1996-11-14",52.6306493294414,3.40155846435221,184,1996-12-06,1997-01-21,"No",1996,15500,2715,19074.4,63.2666666666667,10119.2333333333,10035.4333333333,82.0326666666667,-7870,1996-11-01,12690.3225806452,2690.64516129032,16027.064516129,191.258064516129,9915.25806451613,4768.96774193548,84.7970967741935
1997,12,"1996-12-09",54.6866487916652,4.64004254040065,954,1996-12-06,1997-01-21,"Yes",1996,58419.3548387097,12191.6129032258,88286.7741935484,9692.12903225806,7778.41935483871,84409.8709677419,67.47,-1411.04838709677,1996-12-01,15500,2715,19074.4,63.2666666666667,10119.2333333333,10035.4333333333,82.0326666666667
1998,1,"1998-01-09",54.3017392372491,5.11951434679191,452,1997-11-30,1998-02-28,"Yes",1998,51783.8709677419,6025.16129032258,73115.2903225807,12890.8064516129,7268,68871.4838709677,69.0325806451613,-3268.87741935484,1998-01-01,22009.6774193548,2116.45161290323,25365.2580645161,490.483870967742,11044.6129032258,14613.6774193548,74.2554838709677
1998,2,"1998-02-20",52.5291332992295,3.30695306887666,34,1997-11-30,1998-02-28,"Yes",1998,81367.8571428571,28121.4285714286,221152.5,102083.071428571,3321,224704.035714286,48.775,13019.7142857143,1998-02-01,51783.8709677419,6025.16129032258,73115.2903225807,12890.8064516129,7268,68871.4838709677,69.0325806451613
1998,3,"1998-03-09",60.2267451293184,16.0319672809155,216,1997-11-30,1998-02-28,"Yes",1998,63829.0322580645,19351.6129032258,106097.774193548,18120.2258064516,2274.29032258065,104584.387096774,47.1087096774194,8189.35483870968,1998-03-01,81367.8571428571,28121.4285714286,221152.5,102083.071428571,3321,224704.035714286,48.775
1998,4,"1998-04-20",54.2385417130671,5.15563625070541,229,1997-11-30,1998-02-28,"Yes",1998,57683.3333333333,21936.6666666667,90775.8666666667,7128.2,1729.86666666667,88661.2333333333,49.356,9883.66666666667,1998-04-01,63829.0322580645,19351.6129032258,106097.774193548,18120.2258064516,2274.29032258065,104584.387096774,47.1087096774194
1998,11,"1997-11-12",52.9302601302071,6.66083633431603,171,1997-11-30,1998-02-28,"No",1997,14793.3333333333,1980.66666666667,17382.8666666667,99.2666666666667,9297.9,10013.5333333333,83.222,-6833.98059585561,1997-11-01,12009.0322580645,2705.8064516129,15220.7419354839,198.290322580645,8825.8064516129,4842,86.2383870967742
1998,12,"1997-12-17",54.1833043549198,3.93297894897166,1432,1997-11-30,1998-02-28,"Yes",1997,22009.6774193548,2116.45161290323,25365.2580645161,490.483870967742,11044.6129032258,14613.6774193548,74.2554838709677,-8471.61290322581,1997-12-01,14793.3333333333,1980.66666666667,17382.8666666667,99.2666666666667,9297.9,10013.5333333333,83.222
1999,1,"1999-01-11",53.5667693291166,1.75303563602885,1744,1998-11-24,1999-02-19,"Yes",1999,34503.2258064516,4730.32258064516,41662.935483871,47.7096774193548,4602.29032258064,38021.7096774194,64.0035483870968,-1685.35325878241,1999-01-01,44374.1935483871,4330.96774193548,50709.2903225806,585.838709677419,2348.58064516129,47241.2903225806,62.3503225806452
1999,2,"1999-02-10",56.2516239743691,8.48973670624441,333,1998-11-24,1999-02-19,"Yes",1999,67146.4285714286,11696.4285714286,100874.821428571,14267.8928571429,5357.28571428571,98804.3571428571,56.0571428571429,1110.32392857143,1999-02-01,34503.2258064516,4730.32258064516,41662.935483871,47.7096774193548,4602.29032258064,38021.7096774194,64.0035483870968
1999,3,"1999-03-15",54.4839454526024,7.81657349241781,449,1998-11-24,1999-02-19,"Yes",1999,56838.7096774194,8331.61290322581,76706.6774193548,8191.06451612903,7198.58064516129,69107.1290322581,52.4196774193548,-2124.66624616642,1999-03-01,67146.4285714286,11696.4285714286,100874.821428571,14267.8928571429,5357.28571428571,98804.3571428571,56.0571428571429
1999,4,"1999-04-14",54.2556381326776,5.70879941603907,894,1998-11-24,1999-02-19,"Yes",1999,30676.6666666667,6437,41296.4,1741.06666666667,4918.53333333333,35493.8,58.732,-1633.35655714788,1999-04-01,56838.7096774194,8331.61290322581,76706.6774193548,8191.06451612903,7198.58064516129,69107.1290322581,52.4196774193548
1999,11,"1998-11-14",54.5360325729487,6.33740509660957,373,1998-11-24,1999-02-19,"No",1998,20920,3289.66666666667,24896.7333333333,206.3,4620.5,20569.7666666667,73.2596666666667,-2411.81666666667,1998-11-01,15758.064516129,6153.22580645161,22681.1290322581,202.387096774194,9349.35483870968,12297.3870967742,71.6025806451613
1999,12,"1998-12-24",54.5774161922563,4.55346863563276,1325,1998-11-24,1999-02-19,"Yes",1998,44374.1935483871,4330.96774193548,50709.2903225806,585.838709677419,2348.58064516129,47241.2903225806,62.3503225806452,-113.12040871941,1998-12-01,20920,3289.66666666667,24896.7333333333,206.3,4620.5,20569.7666666667,73.2596666666667
2000,1,"2000-01-10",53.8046332355199,2.88815515949338,1922,2000-01-22,2000-03-06,"No",2000,24338.7096774194,2136.12903225806,28447.1612903226,458.548387096774,9885.64516129032,21545.5806451613,78.4161290322581,-7390.64516129032,2000-01-01,16548.3870967742,1688.38709677419,18642.6451612903,33.6129032258064,6427.32258064516,10467.2903225806,79.0738709677419
2000,2,"2000-02-08",60.8696380773688,10.2838039484294,352,2000-01-22,2000-03-06,"Yes",2000,62372.4137931034,7558.62068965517,100024.206896552,23577.9310344828,11677,94092.275862069,62.1148275862069,-6536.62068965517,2000-02-01,24338.7096774194,2136.12903225806,28447.1612903226,458.548387096774,9885.64516129032,21545.5806451613,78.4161290322581
2000,3,"2000-03-09",57.7641403777655,10.1441899402593,413,2000-01-22,2000-03-06,"Yes",2000,58561.2903225806,12097.7419354839,97021.6129032258,22249.3870967742,9118.58064516129,87838.3548387097,51.6358064516129,-2140.25161290323,2000-03-01,62372.4137931034,7558.62068965517,100024.206896552,23577.9310344828,11677,94092.275862069,62.1148275862069
2000,4,"2000-04-09",54.9889458747328,8.48732473199797,267,2000-01-22,2000-03-06,"Yes",2000,26640,5012.66666666667,33442.6,552.233333333333,5513.5,27294.3,61.5383333333333,-4253.6,2000-04-01,58561.2903225806,12097.7419354839,97021.6129032258,22249.3870967742,9118.58064516129,87838.3548387097,51.6358064516129
2000,11,"1999-11-10",54.9423552634734,6.63439830767489,565,2000-01-22,2000-03-06,"No",1999,13843.3333333333,2158,16457.6333333333,54,9519.16666666667,6804.16666666667,83.7253333333333,-7050.94486184467,1999-11-01,12380.6451612903,2531.93548387097,15417.6451612903,204.096774193548,9412.64516129032,4280.09677419355,86.2406451612903
2000,12,"1999-12-16",53.3602650163364,2.29490117213693,2777,2000-01-22,2000-03-06,"No",1999,16548.3870967742,1688.38709677419,18642.6451612903,33.6129032258064,6427.32258064516,10467.2903225806,79.0738709677419,-5155.13410458567,1999-12-01,13843.3333333333,2158,16457.6333333333,54,9519.16666666667,6804.16666666667,83.7253333333333
2001,1,"2001-01-19",54.3805773444865,4.33393512060305,733,2001-01-29,2001-03-04,"No",2001,17190.3225806452,2441.61290322581,20362.9677419355,241,6718.96774193548,15211.4516129032,79.6516129032258,-4592.71279791386,2001-01-01,13670.9677419355,2238.06451612903,16342.7741935484,43.2258064516129,8768.29032258065,5996.61290322581,83.8558064516129
2001,2,"2001-02-06",54.2732921696722,5.30071093472522,636,2001-01-29,2001-03-04,"Yes",2001,20867.8571428571,3092.14285714286,25724.7142857143,870.642857142857,8371,19567.9285714286,74.4153571428571,-6080.71428571429,2001-02-01,17190.3225806452,2441.61290322581,20362.9677419355,241,6718.96774193548,15211.4516129032,79.6516129032258
2001,3,"2001-03-14",55.1692784474169,10.0377015778189,161,2001-01-29,2001-03-04,"Yes",2001,24696.7741935484,3430.32258064516,31025.5161290323,1920.29032258065,7945.22580645161,23427.3870967742,67.7674193548387,-5374.09822810576,2001-03-01,20867.8571428571,3092.14285714286,25724.7142857143,870.642857142857,8371,19567.9285714286,74.4153571428571
2001,4,"2001-04-08",60.1263828268228,18.7913784141182,58,2001-01-29,2001-03-04,"Yes",2001,12306,3008,16411.7,281.766666666667,4283.4,12219.0666666667,73.7946666666667,-2976.19243557755,2001-04-01,24696.7741935484,3430.32258064516,31025.5161290323,1920.29032258065,7945.22580645161,23427.3870967742,67.7674193548387
2001,11,"2000-11-14",54.4594589571203,6.44056928778337,355,2001-01-29,2001-03-04,"No",2000,12283.3333333333,2525.66666666667,15253.0666666667,43.3,9451.1,4742.9,85.037,-8135,2000-11-01,11683.8709677419,2826.12903225806,15034.8064516129,133,9397.70967741935,5736.58064516129,86.901935483871
2001,12,"2000-12-08",53.3449479279561,5.47874608411049,398,2001-01-29,2001-03-04,"No",2000,13670.9677419355,2238.06451612903,16342.7741935484,43.2258064516129,8768.29032258065,5996.61290322581,83.8558064516129,-6686.23953300486,2000-12-01,12283.3333333333,2525.66666666667,15253.0666666667,43.3,9451.1,4742.9,85.037
2002,1,"2002-01-08",59.0689778839651,13.0771802723805,396,2001-12-04,2002-01-06,"Yes",2002,38270.9677419355,2661.61290322581,48946.1612903226,6523.03225806452,10839.2903225806,38731.4193548387,64.1893548387097,-8328.87648798382,2002-01-01,27377.4193548387,2063.54838709677,32056.8709677419,1858.48387096774,9876.35483870968,24737.2580645161,73.6022580645161
2002,2,"2002-02-05",64.0597273956919,13.0184714196508,460,2001-12-04,2002-01-06,"Yes",2002,18175,1897.5,20926.1071428571,52.3214285714286,8769.28571428571,12029.6785714286,72.3617857142857,-7323.12792775145,2002-02-01,38270.9677419355,2661.61290322581,48946.1612903226,6523.03225806452,10839.2903225806,38731.4193548387,64.1893548387097
2002,3,"2002-03-05",59.1262653343573,11.5707280619449,284,2001-12-04,2002-01-06,"Yes",2002,21322.5806451613,2133.54838709677,24638.8709677419,59.6774193548387,8280.54838709677,16982.1290322581,71.6641935483871,-6640.81168908053,2002-03-01,18175,1897.5,20926.1071428571,52.3214285714286,8769.28571428571,12029.6785714286,72.3617857142857
2002,4,"2002-04-15",54.4277629823656,14.2461659937125,34,2001-12-04,2002-01-06,"Yes",2002,14476.6666666667,2598.33333333333,18256.1,296.266666666667,4561.1,11943.2333333333,73.4453333333333,-7905.55414379175,2002-04-01,21322.5806451613,2133.54838709677,24638.8709677419,59.6774193548387,8280.54838709677,16982.1290322581,71.6641935483871
2002,11,"2001-11-13",55.6388159543999,6.94159118516404,82,2001-12-04,2002-01-06,"No",2001,12303,2096,14754.2333333333,38.1666666666667,7141.5,8213,84.633,-6362.92569485388,2001-11-01,8370.32258064516,2002.58064516129,10742.2903225806,168.709677419355,4764.51612903226,4275.58064516129,88.0764516129032
2002,12,"2001-12-11",51.1907514787356,7.49413840552204,97,2001-12-04,2002-01-06,"Yes",2001,27377.4193548387,2063.54838709677,32056.8709677419,1858.48387096774,9876.35483870968,24737.2580645161,73.6022580645161,-8291.97229124285,2001-12-01,12303,2096,14754.2333333333,38.1666666666667,7141.5,8213,84.633
2003,1,"2003-01-13",53.7033203288434,5.40048548262746,227,2002-12-17,2003-01-29,"Yes",2003,51935.4838709677,1912.90322580645,62029.0967741935,7608.41935483871,10255.2580645161,51440.935483871,62.5335483870968,-7845.99543866844,2003-01-01,29130,1988.38709677419,34398.6774193548,2667.83870967742,7580.48387096774,28885.8064516129,79.6032258064516
2003,2,"2003-02-20",58.0339346073161,9.78986883670155,425,2002-12-17,2003-01-29,"Yes",2003,36085.7142857143,1878.92857142857,40335.0714285714,1863.21428571429,10945.3928571429,29622.8571428571,62.2960714285714,-9086.56545988295,2003-02-01,51935.4838709677,1912.90322580645,62029.0967741935,7608.41935483871,10255.2580645161,51440.935483871,62.5335483870968
2003,3,"2003-03-18",59.883859367194,12.7005345094444,460,2002-12-17,2003-01-29,"Yes",2003,22922.5806451613,2193.22580645161,26640.1935483871,936.838709677419,10855.9677419355,15779.6129032258,68.5129032258065,-8594.10318132457,2003-03-01,36085.7142857143,1878.92857142857,40335.0714285714,1863.21428571429,10945.3928571429,29622.8571428571,62.2960714285714
2003,4,"2003-04-14",56.7936404416804,15.1472236031437,119,2002-12-17,2003-01-29,"Yes",2003,21586.6666666667,2667.66666666667,26890.5,1335.33333333333,4784.46666666667,22053.8666666667,71.004,-4303.59804014348,2003-04-01,22922.5806451613,2193.22580645161,26640.1935483871,936.838709677419,10855.9677419355,15779.6129032258,68.5129032258065
2003,11,"2002-11-06",52.7003993737531,6.4933325312947,89,2002-12-17,2003-01-29,"No",2002,11746.3333333333,1714.66666666667,13829.1,43.2,6943.23333333333,7333.1,84.4346666666667,-5101.09574649139,2002-11-01,9891.29032258065,1704.83870967742,12030.2903225806,193.193548387097,5980.74193548387,4203.25806451613,86.5829032258064
2003,12,"2002-12-22",54.964152626275,6.0279240509214,251,2002-12-17,2003-01-29,"Yes",2002,29130,1988.38709677419,34398.6774193548,2667.83870967742,7580.48387096774,28885.8064516129,79.6032258064516,-4570.14028252271,2002-12-01,11746.3333333333,1714.66666666667,13829.1,43.2,6943.23333333333,7333.1,84.4346666666667
2004,1,"2004-01-27",63.975846998186,13.5040237813012,1060,2003-12-14,2004-02-21,"Yes",2004,36767.7419354839,1791.93548387097,42819.1290322581,3527.51612903226,11420.1935483871,32138.1935483871,65.1393548387097,-9242.59311249551,2004-01-01,27787.0967741935,1502.58064516129,31155.2258064516,1321.8064516129,8533.54838709677,23855.6451612903,76.3441935483871
2004,2,"2004-02-17",59.891990345828,15.1851666791401,481,2003-12-14,2004-02-21,"Yes",2004,44420.6896551724,2201.37931034483,75737.2413793103,27842.9310344828,10577.1034482759,68091.275862069,65.5927586206897,-8132.74555334089,2004-02-01,36767.7419354839,1791.93548387097,42819.1290322581,3527.51612903226,11420.1935483871,32138.1935483871,65.1393548387097
2004,3,"2004-03-09",62.5307437198638,16.9428848755489,316,2003-12-14,2004-02-21,"Yes",2004,46706.4516129032,3360.64516129032,68153.3225806452,16885.1290322581,11109.6451612903,56299.5483870968,56.6948387096774,-4570.14028252271,2004-03-01,44420.6896551724,2201.37931034483,75737.2413793103,27842.9310344828,10577.1034482759,68091.275862069,65.5927586206897
