"water_year","Date","Freeport_flow_final","day_average_Freeport_flow","above_25000"
1990,1990-01-19,25593,28633.3333333333,1
1990,1990-01-20,21880,25306.3333333333,1
1990,1990-01-21,18898,22123.6666666667,0
1990,1990-01-22,16645,19141,0
1990,1990-01-23,15054,16865.6666666667,0
1990,1990-01-24,14041,15246.6666666667,0
1990,1990-01-25,13181,14092,0
1990,1990-01-26,12357,13193,0
1990,1990-01-27,12268,12602,0
1990,1990-01-28,11691,12105.3333333333,0
1990,1990-01-29,11205,11721.3333333333,0
1990,1990-01-30,10920,11272,0
1990,1990-01-31,11649,11258,0
1990,1990-02-01,12435,11668,0
1990,1990-02-02,13672,12585.3333333333,0
1990,1990-02-03,13472,13193,0
1990,1990-02-04,14281,13808.3333333333,0
1990,1990-02-05,14814,14189,0
1990,1990-02-06,15355,14816.6666666667,0
1990,1990-02-07,15865,15344.6666666667,0
1990,1990-02-08,15305,15508.3333333333,0
1990,1990-02-09,14453,15207.6666666667,0
1990,1990-02-10,13446,14401.3333333333,0
1990,1990-02-11,12632,13510.3333333333,0
1990,1990-02-12,12078,12718.6666666667,0
1990,1990-02-13,11717,12142.3333333333,0
1990,1990-02-14,11618,11804.3333333333,0
1990,1990-02-15,10586,11307,0
1990,1990-02-16,11573,11259,0
1990,1990-02-17,17246,13135,0
1990,1990-02-18,19110,15976.3333333333,0
1990,1990-02-19,17997,18117.6666666667,0
1990,1990-02-20,16417,17841.3333333333,0
1990,1990-02-21,14782,16398.6666666667,0
1990,1990-02-22,14095,15098,0
1990,1990-02-23,13660,14179,0
1990,1990-02-24,13356,13703.6666666667,0
1990,1990-02-25,12936,13317.3333333333,0
1990,1990-02-26,12415,12902.3333333333,0
1990,1990-02-27,12154,12501.6666666667,0
1990,1990-02-28,11793,12120.6666666667,0
1990,1990-03-01,11554,11833.6666666667,0
1990,1990-03-02,11598,11648.3333333333,0
1990,1990-03-03,11640,11597.3333333333,0
1990,1990-03-04,11767,11668.3333333333,0
1990,1990-03-05,14224,12543.6666666667,0
1990,1990-03-06,16893,14294.6666666667,0
1990,1990-03-07,17732,16283,0
1990,1990-03-08,17348,17324.3333333333,0
1990,1990-03-09,15463,16847.6666666667,0
1990,1990-03-10,13994,15601.6666666667,0
1990,1990-03-11,14053,14503.3333333333,0
1990,1990-03-12,14635,14227.3333333333,0
1990,1990-03-13,15342,14676.6666666667,0
1990,1990-03-14,14767,14914.6666666667,0
1990,1990-03-15,13391,14500,0
1990,1990-03-16,12592,13583.3333333333,0
1990,1990-03-17,11648,12543.6666666667,0
1990,1990-03-18,11281,11840.3333333333,0
1990,1990-03-19,10986,11305,0
1990,1990-03-20,10650,10972.3333333333,0
1990,1990-03-21,10356,10664,0
1990,1990-03-22,10618,10541.3333333333,0
1990,1990-03-23,11088,10687.3333333333,0
1990,1990-03-24,11132,10946,0
1990,1990-03-25,11477,11232.3333333333,0
1990,1990-03-26,12101,11570,0
1990,1990-03-27,11529,11702.3333333333,0
1990,1990-03-28,12241,11957,0
1990,1990-03-29,12709,12159.6666666667,0
1990,1990-03-30,12544,12498,0
1990,1990-03-31,12824,12692.3333333333,0
1990,1990-04-01,13425,12931,0
1990,1990-04-02,14013,13420.6666666667,0
1990,1990-04-03,13873,13770.3333333333,0
1990,1990-04-04,12876,13587.3333333333,0
1990,1990-04-05,13332,13360.3333333333,0
1990,1990-04-06,14954,13720.6666666667,0
1990,1990-04-07,15801,14695.6666666667,0
1990,1990-04-08,15948,15567.6666666667,0
1990,1990-04-09,16045,15931.3333333333,0
1990,1990-04-10,16181,16058,0
1990,1990-04-11,16881,16369,0
1990,1990-04-12,17636,16899.3333333333,0
1990,1990-04-13,17358,17291.6666666667,0
1990,1990-04-14,17058,17350.6666666667,0
1990,1990-04-15,17899,17438.3333333333,0
1990,1990-04-16,18182,17713,0
1990,1990-04-17,18144,18075,0
1990,1990-04-18,17669,17998.3333333333,0
1990,1990-04-19,17430,17747.6666666667,0
1990,1990-04-20,17472,17523.6666666667,0
1990,1990-04-21,16522,17141.3333333333,0
1990,1990-04-22,15516,16503.3333333333,0
1990,1990-04-23,15195,15744.3333333333,0
1990,1990-04-24,15565,15425.3333333333,0
1990,1990-04-25,15035,15265,0
1990,1990-04-26,14685,15095,0
1990,1990-04-27,13657,14459,0
1990,1990-04-28,11310,13217.3333333333,0
1990,1990-04-29,9598,11521.6666666667,0
1990,1990-04-30,9294,10067.3333333333,0
1990,1990-05-01,8493,9128.33333333333,0
1990,1990-05-02,7424,8403.66666666667,0
1990,1990-05-03,6723,7546.66666666667,0
1990,1990-05-04,5963,6703.33333333333,0
1990,1990-05-05,5339,6008.33333333333,0
1990,1990-05-06,5310,5537.33333333333,0
1990,1990-05-07,5982,5543.66666666667,0
1990,1990-05-08,5958,5750,0
1990,1990-05-09,7259,6399.66666666667,0
1990,1990-05-10,8458,7225,0
1990,1990-05-11,8805,8174,0
1990,1990-05-12,9463,8908.66666666667,0
1990,1990-05-13,9632,9300,0
1990,1990-05-14,9656,9583.66666666667,0
1990,1990-05-15,9757,9681.66666666667,0
1990,1990-05-16,10329,9914,0
1990,1990-05-17,10331,10139,0
1990,1990-05-18,11098,10586,0
1990,1990-05-19,9769,10399.3333333333,0
1990,1990-05-20,9802,10223,0
1990,1990-05-21,10483,10018,0
1990,1990-05-22,10766,10350.3333333333,0
1990,1990-05-23,10403,10550.6666666667,0
1990,1990-05-24,11851,11006.6666666667,0
1990,1990-05-25,12989,11747.6666666667,0
1990,1990-05-26,13945,12928.3333333333,0
1990,1990-05-27,13471,13468.3333333333,0
1990,1990-05-28,14804,14073.3333333333,0
1990,1990-05-29,17312,15195.6666666667,0
1990,1990-05-30,20367,17494.3333333333,0
1990,1990-05-31,20329,19336,0
1990,1990-06-01,19314,20003.3333333333,0
1990,1990-06-02,20543,20062,0
1990,1990-06-03,19072,19643,0
1990,1990-06-04,15945,18520,0
1990,1990-06-05,11823,15613.3333333333,0
1990,1990-06-06,9751,12506.3333333333,0
1990,1990-06-07,8847,10140.3333333333,0
1990,1990-06-08,7818,8805.33333333333,0
1990,1990-06-09,7863,8176,0
1990,1990-06-10,8337,8006,0
1990,1990-06-11,8104,8101.33333333333,0
1990,1990-06-12,7524,7988.33333333333,0
1990,1990-06-13,7454,7694,0
1990,1990-06-14,8215,7731,0
1990,1990-06-15,9193,8287.33333333333,0
1990,1990-06-16,9871,9093,0
1990,1990-06-17,9319,9461,0
1990,1990-06-18,10242,9810.66666666667,0
1990,1990-06-19,10561,10040.6666666667,0
1990,1990-06-20,9912,10238.3333333333,0
1990,1990-06-21,8689,9720.66666666667,0
1990,1990-06-22,9305,9302,0
1990,1990-06-23,10826,9606.66666666667,0
1990,1990-06-24,10643,10258,0
1990,1990-06-25,10473,10647.3333333333,0
1990,1990-06-26,9732,10282.6666666667,0
1990,1990-06-27,8736,9647,0
1990,1990-06-28,8824,9097.33333333333,0
1990,1990-06-29,8862,8807.33333333333,0
1990,1990-06-30,10528,9404.66666666667,0
1990,1990-07-01,12006,10465.3333333333,0
1990,1990-07-02,12248,11594,0
1990,1990-07-03,12184,12146,0
1990,1990-07-04,12240,12224,0
1990,1990-07-05,11800,12074.6666666667,0
1990,1990-07-06,11194,11744.6666666667,0
1990,1990-07-07,11125,11373,0
1990,1990-07-08,10953,11090.6666666667,0
1990,1990-07-09,11209,11095.6666666667,0
1990,1990-07-10,12494,11552,0
1990,1990-07-11,14076,12593,0
1990,1990-07-12,14325,13631.6666666667,0
1990,1990-07-13,13513,13971.3333333333,0
1990,1990-07-14,12690,13509.3333333333,0
1990,1990-07-15,13055,13086,0
1990,1990-07-16,13903,13216,0
1990,1990-07-17,14462,13806.6666666667,0
1990,1990-07-18,14474,14279.6666666667,0
1990,1990-07-19,14712,14549.3333333333,0
1990,1990-07-20,14945,14710.3333333333,0
1990,1990-07-21,15050,14902.3333333333,0
1990,1990-07-22,14965,14986.6666666667,0
1990,1990-07-23,15200,15071.6666666667,0
1990,1990-07-24,15159,15108,0
1990,1990-07-25,14945,15101.3333333333,0
1990,1990-07-26,14699,14934.3333333333,0
1990,1990-07-27,14075,14573,0
1990,1990-07-28,14152,14308.6666666667,0
1990,1990-07-29,14194,14140.3333333333,0
1990,1990-07-30,14238,14194.6666666667,0
1990,1990-07-31,14327,14253,0
1990,1990-08-01,15000,14521.6666666667,0
1990,1990-08-02,15000,14775.6666666667,0
1990,1990-08-03,14900,14966.6666666667,0
1990,1990-08-04,14700,14866.6666666667,0
1990,1990-08-05,15300,14966.6666666667,0
1990,1990-08-06,16000,15333.3333333333,0
1990,1990-08-07,15608,15636,0
1990,1990-08-08,15001,15536.3333333333,0
1990,1990-08-09,13920,14843,0
1990,1990-08-10,13283,14068,0
1990,1990-08-11,13064,13422.3333333333,0
1990,1990-08-12,13260,13202.3333333333,0
1990,1990-08-13,13761,13361.6666666667,0
1990,1990-08-14,13551,13524,0
1990,1990-08-15,14107,13806.3333333333,0
1990,1990-08-16,14564,14074,0
1990,1990-08-17,14570,14413.6666666667,0
1990,1990-08-18,14389,14507.6666666667,0
1990,1990-08-19,14648,14535.6666666667,0
1990,1990-08-20,14026,14354.3333333333,0
1990,1990-08-21,13871,14181.6666666667,0
1990,1990-08-22,13215,13704,0
1990,1990-08-23,12744,13276.6666666667,0
1990,1990-08-24,12609,12856,0
1990,1990-08-25,13083,12812,0
1990,1990-08-26,12777,12823,0
1990,1990-08-27,12485,12781.6666666667,0
1990,1990-08-28,12736,12666,0
1990,1990-08-29,12528,12583,0
1990,1990-08-30,12545,12603,0
1990,1990-08-31,12572,12548.3333333333,0
1990,1990-09-01,11994,12370.3333333333,0
1990,1990-09-02,12047,12204.3333333333,0
1990,1990-09-03,11578,11873,0
1990,1990-09-04,11918,11847.6666666667,0
1990,1990-09-05,11618,11704.6666666667,0
1990,1990-09-06,11911,11815.6666666667,0
1990,1990-09-07,11907,11812,0
1990,1990-09-08,12052,11956.6666666667,0
1990,1990-09-09,11978,11979,0
1990,1990-09-10,11141,11723.6666666667,0
1990,1990-09-11,11394,11504.3333333333,0
1990,1990-09-12,11163,11232.6666666667,0
1990,1990-09-13,11209,11255.3333333333,0
1990,1990-09-14,10878,11083.3333333333,0
1990,1990-09-15,10257,10781.3333333333,0
1990,1990-09-16,9808,10314.3333333333,0
1990,1990-09-17,9380,9815,0
1990,1990-09-18,8880,9356,0
1990,1990-09-19,8800,9020,0
1990,1990-09-20,8830,8836.66666666667,0
1990,1990-09-21,8070,8566.66666666667,0
1990,1990-09-22,8469,8456.33333333333,0
1990,1990-09-23,8084,8207.66666666667,0
1990,1990-09-24,7916,8156.33333333333,0
1990,1990-09-25,7590,7863.33333333333,0
1990,1990-09-26,7949,7818.33333333333,0
1990,1990-09-27,8320,7953,0
1990,1990-09-28,8892,8387,0
1990,1990-09-29,8663,8625,0
1990,1990-09-30,8344,8633,0
1990,1990-10-01,7844,8283.66666666667,0
1991,1990-10-02,7873,8020.33333333333,0
1991,1990-10-03,7621,7779.33333333333,0
1991,1990-10-04,6836,7443.33333333333,0
1991,1990-10-05,7079,7178.66666666667,0
1991,1990-10-06,7439,7118,0
1991,1990-10-07,7300,7272.66666666667,0
1991,1990-10-08,7149,7296,0
1991,1990-10-09,7066,7171.66666666667,0
1991,1990-10-10,7139,7118,0
1991,1990-10-11,7839,7348,0
1991,1990-10-12,7964,7647.33333333333,0
1991,1990-10-13,7825,7876,0
1991,1990-10-14,7708,7832.33333333333,0
1991,1990-10-15,7607,7713.33333333333,0
1991,1990-10-16,7383,7566,0
1991,1990-10-17,6936,7308.66666666667,0
1991,1990-10-18,6673,6997.33333333333,0
1991,1990-10-19,7298,6969,0
1991,1990-10-20,7202,7057.66666666667,0
1991,1990-10-21,7249,7249.66666666667,0
1991,1990-10-22,6782,7077.66666666667,0
1991,1990-10-23,7409,7146.66666666667,0
1991,1990-10-24,7867,7352.66666666667,0
1991,1990-10-25,8057,7777.66666666667,0
1991,1990-10-26,8445,8123,0
1991,1990-10-27,8607,8369.66666666667,0
1991,1990-10-28,8441,8497.66666666667,0
1991,1990-10-29,8520,8522.66666666667,0
1991,1990-10-30,8553,8504.66666666667,0
1991,1990-10-31,8388,8487,0
1991,1990-11-01,7959,8300,0
1991,1990-11-02,8381,8242.66666666667,0
1991,1990-11-03,8396,8245.33333333333,0
1991,1990-11-04,8678,8485,0
1991,1990-11-05,8727,8600.33333333333,0
1991,1990-11-06,9344,8916.33333333333,0
1991,1990-11-07,7708,8593,0
1991,1990-11-08,8459,8503.66666666667,0
1991,1990-11-09,8300,8155.66666666667,0
1991,1990-11-10,7856,8205,0
1991,1990-11-11,7426,7860.66666666667,0
1991,1990-11-12,7188,7490,0
1991,1990-11-13,7006,7206.66666666667,0
1991,1990-11-14,7331,7175,0
1991,1990-11-15,7466,7267.66666666667,0
1991,1990-11-16,7428,7408.33333333333,0
1991,1990-11-17,7465,7453,0
1991,1990-11-18,7630,7507.66666666667,0
1991,1990-11-19,7349,7481.33333333333,0
1991,1990-11-20,7495,7491.33333333333,0
1991,1990-11-21,7743,7529,0
1991,1990-11-22,7436,7558,0
1991,1990-11-23,7447,7542,0
1991,1990-11-24,7652,7511.66666666667,0
1991,1990-11-25,7365,7488,0
1991,1990-11-26,8604,7873.66666666667,0
1991,1990-11-27,8035,8001.33333333333,0
1991,1990-11-28,7841,8160,0
1991,1990-11-29,7547,7807.66666666667,0
1991,1990-11-30,7040,7476,0
1991,1990-12-01,7083,7223.33333333333,0
1991,1990-12-02,7468,7197,0
1991,1990-12-03,9106,7885.66666666667,0
1991,1990-12-04,10455,9009.66666666667,0
1991,1990-12-05,11305,10288.6666666667,0
1991,1990-12-06,11610,11123.3333333333,0
1991,1990-12-07,11334,11416.3333333333,0
1991,1990-12-08,11275,11406.3333333333,0
1991,1990-12-09,11258,11289,0
1991,1990-12-10,11374,11302.3333333333,0
1991,1990-12-11,12398,11676.6666666667,0
1991,1990-12-12,12320,12030.6666666667,0
1991,1990-12-13,12282,12333.3333333333,0
1991,1990-12-14,12057,12219.6666666667,0
1991,1990-12-15,11757,12032,0
1991,1990-12-16,12244,12019.3333333333,0
1991,1990-12-17,12127,12042.6666666667,0
1991,1990-12-18,11632,12001,0
1991,1990-12-19,11531,11763.3333333333,0
1991,1990-12-20,12280,11814.3333333333,0
1991,1990-12-21,11447,11752.6666666667,0
1991,1990-12-22,10807,11511.3333333333,0
1991,1990-12-23,10933,11062.3333333333,0
1991,1990-12-24,10366,10702,0
1991,1990-12-25,10440,10579.6666666667,0
1991,1990-12-26,10382,10396,0
1991,1990-12-27,10288,10370,0
1991,1990-12-28,9920,10196.6666666667,0
1991,1990-12-29,10300,10169.3333333333,0
1991,1990-12-30,10100,10106.6666666667,0
1991,1990-12-31,9980,10126.6666666667,0
1991,1991-01-01,10171,10083.6666666667,0
1991,1991-01-02,10317,10156,0
1991,1991-01-03,10280,10256,0
1991,1991-01-04,10354,10317,0
1991,1991-01-05,10619,10417.6666666667,0
1991,1991-01-06,11459,10810.6666666667,0
1991,1991-01-07,11219,11099,0
1991,1991-01-08,11223,11300.3333333333,0
1991,1991-01-09,10490,10977.3333333333,0
1991,1991-01-10,10610,10774.3333333333,0
1991,1991-01-11,10770,10623.3333333333,0
1991,1991-01-12,10130,10503.3333333333,0
1991,1991-01-13,9890,10263.3333333333,0
1991,1991-01-14,11866,10628.6666666667,0
1991,1991-01-15,13496,11750.6666666667,0
1991,1991-01-16,8727,11363,0
1991,1991-01-17,9624,10615.6666666667,0
1991,1991-01-18,11431,9927.33333333333,0
1991,1991-01-19,9006,10020.3333333333,0
1991,1991-01-20,9162,9866.33333333333,0
1991,1991-01-21,8520,8896,0
1991,1991-01-22,8406,8696,0
1991,1991-01-23,8688,8538,0
1991,1991-01-24,7892,8328.66666666667,0
1991,1991-01-25,7555,8045,0
1991,1991-01-26,7286,7577.66666666667,0
1991,1991-01-27,7313,7384.66666666667,0
1991,1991-01-28,7324,7307.66666666667,0
1991,1991-01-29,6790,7142.33333333333,0
1991,1991-01-30,7090,7068,0
1991,1991-01-31,6817,6899,0
1991,1991-02-01,6544,6817,0
1991,1991-02-02,8264,7208.33333333333,0
1991,1991-02-03,9233,8013.66666666667,0
1991,1991-02-04,9169,8888.66666666667,0
1991,1991-02-05,12414,10272,0
1991,1991-02-06,12757,11446.6666666667,0
1991,1991-02-07,12282,12484.3333333333,0
1991,1991-02-08,11583,12207.3333333333,0
1991,1991-02-09,10169,11344.6666666667,0
1991,1991-02-10,9147,10299.6666666667,0
1991,1991-02-11,8379,9231.66666666667,0
1991,1991-02-12,7700,8408.66666666667,0
1991,1991-02-13,7496,7858.33333333333,0
1991,1991-02-14,7247,7481,0
1991,1991-02-15,7458,7400.33333333333,0
1991,1991-02-16,7232,7312.33333333333,0
1991,1991-02-17,7751,7480.33333333333,0
1991,1991-02-18,7603,7528.66666666667,0
1991,1991-02-19,7386,7580,0
1991,1991-02-20,6958,7315.66666666667,0
1991,1991-02-21,6561,6968.33333333333,0
1991,1991-02-22,6752,6757,0
1991,1991-02-23,6696,6669.66666666667,0
1991,1991-02-24,6559,6669,0
1991,1991-02-25,6490,6581.66666666667,0
1991,1991-02-26,6291,6446.66666666667,0
1991,1991-02-27,6860,6547,0
1991,1991-02-28,7055,6735.33333333333,0
1991,1991-03-01,8447,7454,0
1991,1991-03-02,10633,8711.66666666667,0
1991,1991-03-03,11610,10230,0
1991,1991-03-04,15680,12641,0
1991,1991-03-05,31516,19602,0
1991,1991-03-06,37828,28341.3333333333,1
1991,1991-03-07,34802,34715.3333333333,1
1991,1991-03-08,27471,33367,1
1991,1991-03-09,21131,27801.3333333333,1
1991,1991-03-10,16626,21742.6666666667,0
1991,1991-03-11,14954,17570.3333333333,0
1991,1991-03-12,13188,14922.6666666667,0
1991,1991-03-13,15448,14530,0
1991,1991-03-14,25403,18013,0
1991,1991-03-15,31975,24275.3333333333,0
1991,1991-03-16,29348,28908.6666666667,1
1991,1991-03-17,25505,28942.6666666667,1
1991,1991-03-18,22433,25762,1
1991,1991-03-19,20252,22730,0
1991,1991-03-20,23876,22187,0
1991,1991-03-21,25152,23093.3333333333,0
1991,1991-03-22,26594,25207.3333333333,1
1991,1991-03-23,23139,24961.6666666667,0
1991,1991-03-24,19503,23078.6666666667,0
1991,1991-03-25,30636,24426,0
1991,1991-03-26,39054,29731,1
1991,1991-03-27,46931,38873.6666666667,1
1991,1991-03-28,45433,43806,1
1991,1991-03-29,39713,44025.6666666667,1
1991,1991-03-30,33249,39465,1
1991,1991-03-31,28020,33660.6666666667,1
1991,1991-04-01,23597,28288.6666666667,1
1991,1991-04-02,21687,24434.6666666667,0
1991,1991-04-03,18304,21196,0
1991,1991-04-04,16702,18897.6666666667,0
1991,1991-04-05,15203,16736.3333333333,0
1991,1991-04-06,13994,15299.6666666667,0
1991,1991-04-07,13557,14251.3333333333,0
1991,1991-04-08,13478,13676.3333333333,0
1991,1991-04-09,13400,13478.3333333333,0
1991,1991-04-10,13314,13397.3333333333,0
1991,1991-04-11,11858,12857.3333333333,0
1991,1991-04-12,10580,11917.3333333333,0
1991,1991-04-13,10774,11070.6666666667,0
1991,1991-04-14,9759,10371,0
1991,1991-04-15,8972,9835,0
1991,1991-04-16,9151,9294,0
1991,1991-04-17,8671,8931.33333333333,0
1991,1991-04-18,8480,8767.33333333333,0
1991,1991-04-19,7684,8278.33333333333,0
1991,1991-04-20,7658,7940.66666666667,0
1991,1991-04-21,7777,7706.33333333333,0
1991,1991-04-22,7024,7486.33333333333,0
1991,1991-04-23,7352,7384.33333333333,0
1991,1991-04-24,7544,7306.66666666667,0
1991,1991-04-25,7167,7354.33333333333,0
1991,1991-04-26,6866,7192.33333333333,0
1991,1991-04-27,6529,6854,0
1991,1991-04-28,6380,6591.66666666667,0
1991,1991-04-29,5731,6213.33333333333,0
1991,1991-04-30,4735,5615.33333333333,0
1991,1991-05-01,6336,5600.66666666667,0
1991,1991-05-02,5167,5412.66666666667,0
1991,1991-05-03,5872,5791.66666666667,0
1991,1991-05-04,6854,5964.33333333333,0
1991,1991-05-05,7444,6723.33333333333,0
1991,1991-05-06,6972,7090,0
1991,1991-05-07,7114,7176.66666666667,0
1991,1991-05-08,6603,6896.33333333333,0
1991,1991-05-09,7214,6977,0
1991,1991-05-10,6876,6897.66666666667,0
1991,1991-05-11,6091,6727,0
1991,1991-05-12,6376,6447.66666666667,0
1991,1991-05-13,5447,5971.33333333333,0
1991,1991-05-14,6280,6034.33333333333,0
1991,1991-05-15,7462,6396.33333333333,0
1991,1991-05-16,6875,6872.33333333333,0
1991,1991-05-17,8210,7515.66666666667,0
1991,1991-05-18,9306,8130.33333333333,0
1991,1991-05-19,8776,8764,0
1991,1991-05-20,8497,8859.66666666667,0
1991,1991-05-21,8832,8701.66666666667,0
1991,1991-05-22,8495,8608,0
1991,1991-05-23,7914,8413.66666666667,0
1991,1991-05-24,7952,8120.33333333333,0
1991,1991-05-25,7844,7903.33333333333,0
1991,1991-05-26,8056,7950.66666666667,0
1991,1991-05-27,8192,8030.66666666667,0
1991,1991-05-28,8309,8185.66666666667,0
1991,1991-05-29,8167,8222.66666666667,0
1991,1991-05-30,8234,8236.66666666667,0
1991,1991-05-31,8660,8353.66666666667,0
1991,1991-06-01,9045,8646.33333333333,0
1991,1991-06-02,9373,9026,0
1991,1991-06-03,9693,9370.33333333333,0
1991,1991-06-04,9347,9471,0
1991,1991-06-05,8640,9226.66666666667,0
1991,1991-06-06,8235,8740.66666666667,0
1991,1991-06-07,8877,8584,0
1991,1991-06-08,7848,8320,0
1991,1991-06-09,7760,8161.66666666667,0
1991,1991-06-10,7765,7791,0
1991,1991-06-11,8267,7930.66666666667,0
1991,1991-06-12,8779,8270.33333333333,0
1991,1991-06-13,10348,9131.33333333333,0
1991,1991-06-14,10265,9797.33333333333,0
1991,1991-06-15,9758,10123.6666666667,0
1991,1991-06-16,9437,9820,0
1991,1991-06-17,9620,9605,0
1991,1991-06-18,9083,9380,0
1991,1991-06-19,9142,9281.66666666667,0
1991,1991-06-20,8858,9027.66666666667,0
1991,1991-06-21,8246,8748.66666666667,0
1991,1991-06-22,8077,8393.66666666667,0
1991,1991-06-23,8142,8155,0
1991,1991-06-24,8787,8335.33333333333,0
1991,1991-06-25,9325,8751.33333333333,0
1991,1991-06-26,8992,9034.66666666667,0
1991,1991-06-27,9383,9233.33333333333,0
1991,1991-06-28,9281,9218.66666666667,0
1991,1991-06-29,10089,9584.33333333333,0
1991,1991-06-30,10575,9981.66666666667,0
1991,1991-07-01,10767,10477,0
1991,1991-07-02,10644,10662,0
1991,1991-07-03,10472,10627.6666666667,0
1991,1991-07-04,10159,10425,0
1991,1991-07-05,9703,10111.3333333333,0
1991,1991-07-06,9086,9649.33333333333,0
1991,1991-07-07,9260,9349.66666666667,0
1991,1991-07-08,9143,9163,0
1991,1991-07-09,10331,9578,0
1991,1991-07-10,10194,9889.33333333333,0
1991,1991-07-11,10533,10352.6666666667,0
1991,1991-07-12,10596,10441,0
1991,1991-07-13,10199,10442.6666666667,0
1991,1991-07-14,9499,10098,0
1991,1991-07-15,8416,9371.33333333333,0
1991,1991-07-16,8643,8852.66666666667,0
1991,1991-07-17,8547,8535.33333333333,0
1991,1991-07-18,8659,8616.33333333333,0
1991,1991-07-19,8005,8403.66666666667,0
1991,1991-07-20,8654,8439.33333333333,0
1991,1991-07-21,8908,8522.33333333333,0
1991,1991-07-22,8998,8853.33333333333,0
1991,1991-07-23,9269,9058.33333333333,0
1991,1991-07-24,9683,9316.66666666667,0
1991,1991-07-25,9978,9643.33333333333,0
1991,1991-07-26,9163,9608,0
1991,1991-07-27,8823,9321.33333333333,0
1991,1991-07-28,9036,9007.33333333333,0
1991,1991-07-29,9146,9001.66666666667,0
1991,1991-07-30,9048,9076.66666666667,0
1991,1991-07-31,8150,8781.33333333333,0
1991,1991-08-01,8458,8552,0
1991,1991-08-02,8950,8519.33333333333,0
1991,1991-08-03,9302,8903.33333333333,0
1991,1991-08-04,9182,9144.66666666667,0
1991,1991-08-05,9158,9214,0
1991,1991-08-06,9419,9253,0
1991,1991-08-07,10002,9526.33333333333,0
1991,1991-08-08,9956,9792.33333333333,0
1991,1991-08-09,9496,9818,0
1991,1991-08-10,10421,9957.66666666667,0
1991,1991-08-11,10264,10060.3333333333,0
1991,1991-08-12,10607,10430.6666666667,0
1991,1991-08-13,10515,10462,0
1991,1991-08-14,8968,10030,0
1991,1991-08-15,9675,9719.33333333333,0
1991,1991-08-16,9348,9330.33333333333,0
1991,1991-08-17,9227,9416.66666666667,0
1991,1991-08-18,9292,9289,0
1991,1991-08-19,9099,9206,0
1991,1991-08-20,9144,9178.33333333333,0
1991,1991-08-21,9208,9150.33333333333,0
1991,1991-08-22,9189,9180.33333333333,0
1991,1991-08-23,9496,9297.66666666667,0
1991,1991-08-24,9198,9294.33333333333,0
1991,1991-08-25,9421,9371.66666666667,0
1991,1991-08-26,9235,9284.66666666667,0
1991,1991-08-27,9419,9358.33333333333,0
1991,1991-08-28,9540,9398,0
1991,1991-08-29,9755,9571.33333333333,0
1991,1991-08-30,8984,9426.33333333333,0
1991,1991-08-31,9228,9322.33333333333,0
1991,1991-09-01,8864,9025.33333333333,0
1991,1991-09-02,9285,9125.66666666667,0
1991,1991-09-03,9119,9089.33333333333,0
1991,1991-09-04,9223,9209,0
1991,1991-09-05,9381,9241,0
1991,1991-09-06,9357,9320.33333333333,0
1991,1991-09-07,9893,9543.66666666667,0
1991,1991-09-08,9830,9693.33333333333,0
1991,1991-09-09,9638,9787,0
1991,1991-09-10,10270,9912.66666666667,0
1991,1991-09-11,10218,10042,0
1991,1991-09-12,10140,10209.3333333333,0
1991,1991-09-13,10225,10194.3333333333,0
1991,1991-09-14,10442,10269,0
1991,1991-09-15,10608,10425,0
1991,1991-09-16,10768,10606,0
1991,1991-09-17,10396,10590.6666666667,0
1991,1991-09-18,10202,10455.3333333333,0
1991,1991-09-19,9606,10068,0
1991,1991-09-20,8901,9569.66666666667,0
1991,1991-09-21,9197,9234.66666666667,0
1991,1991-09-22,9522,9206.66666666667,0
1991,1991-09-23,10342,9687,0
1991,1991-09-24,10895,10253,0
1991,1991-09-25,9777,10338,0
1991,1991-09-26,9758,10143.3333333333,0
1991,1991-09-27,10393,9976,0
1991,1991-09-28,10651,10267.3333333333,0
1991,1991-09-29,10593,10545.6666666667,0
1991,1991-09-30,10495,10579.6666666667,0
1991,1991-10-01,11421,10836.3333333333,0
1992,1991-10-02,11776,11230.6666666667,0
1992,1991-10-03,11341,11512.6666666667,0
1992,1991-10-04,10763,11293.3333333333,0
1992,1991-10-05,10577,10893.6666666667,0
1992,1991-10-06,11289,10876.3333333333,0
1992,1991-10-07,11559,11141.6666666667,0
1992,1991-10-08,11501,11449.6666666667,0
1992,1991-10-09,11571,11543.6666666667,0
1992,1991-10-10,11126,11399.3333333333,0
1992,1991-10-11,10596,11097.6666666667,0
1992,1991-10-12,10445,10722.3333333333,0
1992,1991-10-13,10245,10428.6666666667,0
1992,1991-10-14,9852,10180.6666666667,0
1992,1991-10-15,9184,9760.33333333333,0
1992,1991-10-16,9089,9375,0
1992,1991-10-17,8381,8884.66666666667,0
1992,1991-10-18,8185,8551.66666666667,0
1992,1991-10-19,7236,7934,0
1992,1991-10-20,6854,7425,0
1992,1991-10-21,6267,6785.66666666667,0
1992,1991-10-22,6750,6623.66666666667,0
1992,1991-10-23,7823,6946.66666666667,0
1992,1991-10-24,7592,7388.33333333333,0
1992,1991-10-25,7716,7710.33333333333,0
1992,1991-10-26,8144,7817.33333333333,0
1992,1991-10-27,9593,8484.33333333333,0
1992,1991-10-28,8816,8851,0
1992,1991-10-29,8269,8892.66666666667,0
1992,1991-10-30,8143,8409.33333333333,0
